response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,sales_channel,vehicle_class
No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Web,Four-Door Car
No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Web,SUV
No,Extended,Doctor,Employed,M,Suburban,Single,Personal Auto,Branch,Four-Door Car
No,Basic,High School or Below,Employed,M,Urban,Married,Special Auto,Agent,SUV
No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Branch,Four-Door Car
No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Agent,Two-Door Car
Yes,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Call Center,SUV
No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Branch,SUV
No,Premium,College,Employed,M,Rural,Single,Personal Auto,Agent,Four-Door Car
No,Basic,College,Employed,F,Rural,Single,Personal Auto,Call Center,Two-Door Car
No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Agent,Four-Door Car
No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Web,Four-Door Car
No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Branch,Two-Door Car
No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Web,Luxury
No,Extended,High School or Below,Employed,F,Urban,Married,Corporate Auto,Call Center,Four-Door Car
No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Agent,SUV
No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Extended,College,Disabled,M,Suburban,Single,Personal Auto,Agent,SUV
No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Branch,Four-Door Car
No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Web,Four-Door Car
No,Extended,College,Unemployed,M,Suburban,Married,Corporate Auto,Agent,SUV
No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Agent,SUV
No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Call Center,SUV
No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Branch,SUV
No,Basic,College,Employed,F,Urban,Married,Personal Auto,Call Center,SUV
No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Agent,SUV
No,Extended,High School or Below,Employed,M,Urban,Divorced,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,College,Employed,M,Suburban,Single,Personal Auto,Branch,Four-Door Car
No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Branch,Four-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Branch,SUV
Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Branch,Luxury
No,Basic,Bachelor,Retired,M,Suburban,Single,Corporate Auto,Agent,Four-Door Car
No,Extended,Bachelor,Unemployed,M,Suburban,Single,Special Auto,Web,Two-Door Car
Yes,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Extended,College,Unemployed,F,Suburban,Divorced,Personal Auto,Branch,Four-Door Car
No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Branch,Four-Door Car
No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Web,Four-Door Car
No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Branch,Four-Door Car
No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Branch,Two-Door Car
No,Basic,College,Employed,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Call Center,Four-Door Car
Yes,Basic,College,Employed,F,Rural,Married,Personal Auto,Agent,SUV
No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Agent,Two-Door Car
Yes,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Agent,Four-Door Car
No,Basic,Doctor,Employed,F,Urban,Married,Corporate Auto,Call Center,SUV
No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Call Center,Two-Door Car
No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Agent,Two-Door Car
No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Web,SUV
No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Agent,Luxury
No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Call Center,SUV
No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Branch,Sports Car
No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Web,Four-Door Car
Yes,Basic,High School or Below,Retired,F,Suburban,Single,Personal Auto,Agent,SUV
No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Agent,SUV
No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Call Center,Two-Door Car
No,Extended,College,Medical Leave,M,Rural,Married,Personal Auto,Call Center,Four-Door Car
No,Extended,Master,Employed,F,Suburban,Married,Corporate Auto,Call Center,Four-Door Car
No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Agent,SUV
Yes,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Agent,SUV
No,Basic,College,Employed,M,Urban,Single,Personal Auto,Branch,SUV
Yes,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Web,Two-Door Car
No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Call Center,Two-Door Car
No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Basic,Doctor,Employed,F,Urban,Single,Personal Auto,Branch,Two-Door Car
No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Agent,SUV
No,Premium,College,Employed,M,Rural,Married,Personal Auto,Branch,SUV
No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Call Center,Four-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Web,Four-Door Car
No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Web,Two-Door Car
No,Extended,Master,Employed,F,Urban,Married,Personal Auto,Web,Luxury
No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Branch,Two-Door Car
No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,Bachelor,Employed,M,Rural,Single,Corporate Auto,Agent,Two-Door Car
No,Extended,Master,Employed,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
No,Premium,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,Bachelor,Retired,F,Suburban,Single,Special Auto,Agent,Four-Door Car
No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Agent,SUV
No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Agent,Sports Car
No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Call Center,SUV
No,Basic,College,Employed,F,Urban,Married,Personal Auto,Branch,Four-Door Car
No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Agent,Luxury
No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Agent,Four-Door Car
No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Branch,Four-Door Car
No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Web,Sports Car
No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Agent,Luxury
No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Branch,Four-Door Car
No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Call Center,Two-Door Car
No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Branch,Two-Door Car
No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,Branch,SUV
No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Basic,College,Employed,F,Urban,Married,Personal Auto,Call Center,Two-Door Car
No,Extended,College,Employed,F,Urban,Married,Special Auto,Call Center,Four-Door Car
No,Premium,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Agent,Four-Door Car
No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Web,Four-Door Car
No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Agent,SUV
No,Extended,Bachelor,Employed,F,Urban,Single,Corporate Auto,Agent,Two-Door Car
Yes,Premium,Bachelor,Disabled,F,Suburban,Divorced,Special Auto,Agent,Four-Door Car
No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Call Center,Two-Door Car
No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Web,SUV
No,Extended,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Agent,Two-Door Car
No,Basic,College,Employed,F,Suburban,Married,Special Auto,Branch,Four-Door Car
No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Call Center,Four-Door Car
No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Call Center,Sports Car
No,Extended,College,Employed,M,Rural,Married,Personal Auto,Branch,SUV
No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
Yes,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Agent,Four-Door Car
No,Premium,Master,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Agent,Two-Door Car
No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Branch,Two-Door Car
Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Agent,Four-Door Car
No,Basic,College,Unemployed,M,Rural,Divorced,Personal Auto,Call Center,Four-Door Car
No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Agent,Two-Door Car
No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Web,SUV
No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Call Center,Two-Door Car
No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Agent,Two-Door Car
No,Extended,Doctor,Unemployed,M,Urban,Married,Personal Auto,Call Center,Sports Car
No,Extended,Bachelor,Employed,F,Suburban,Married,Special Auto,Agent,Four-Door Car
No,Extended,High School or Below,Employed,M,Rural,Married,Corporate Auto,Web,Two-Door Car
No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Branch,Two-Door Car
No,Extended,College,Employed,F,Rural,Married,Personal Auto,Web,Four-Door Car
No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Agent,SUV
No,Basic,Master,Retired,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
Yes,Basic,College,Retired,M,Suburban,Single,Special Auto,Agent,Four-Door Car
No,Extended,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Agent,SUV
No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
Yes,Premium,Master,Disabled,F,Suburban,Divorced,Personal Auto,Web,SUV
No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Call Center,Four-Door Car
No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Web,Four-Door Car
No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Web,SUV
No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Agent,SUV
No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,Doctor,Unemployed,F,Suburban,Single,Personal Auto,Branch,Two-Door Car
No,Basic,College,Employed,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,High School or Below,Disabled,F,Suburban,Divorced,Personal Auto,Agent,SUV
No,Extended,College,Employed,F,Urban,Married,Personal Auto,Branch,Four-Door Car
No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,College,Employed,M,Rural,Married,Personal Auto,Branch,Four-Door Car
No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Call Center,Four-Door Car
No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Agent,Two-Door Car
No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Corporate Auto,Branch,Two-Door Car
No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Agent,Two-Door Car
No,Extended,Doctor,Medical Leave,M,Urban,Married,Corporate Auto,Agent,Four-Door Car
No,Basic,Bachelor,Medical Leave,M,Suburban,Single,Corporate Auto,Call Center,Four-Door Car
No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Call Center,SUV
No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Agent,Sports Car
Yes,Extended,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
No,Extended,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Web,Two-Door Car
Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Agent,Two-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Agent,Luxury
No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Branch,Two-Door Car
Yes,Basic,High School or Below,Retired,M,Suburban,Married,Corporate Auto,Web,Sports Car
No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Call Center,Four-Door Car
No,Extended,Master,Unemployed,F,Suburban,Married,Personal Auto,Branch,SUV
No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Branch,Sports Car
No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Agent,SUV
No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Branch,SUV
No,Premium,Bachelor,Employed,M,Urban,Married,Personal Auto,Call Center,Two-Door Car
Yes,Extended,Master,Unemployed,M,Suburban,Single,Personal Auto,Agent,SUV
Yes,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Branch,Luxury
No,Extended,College,Employed,M,Urban,Married,Corporate Auto,Agent,Four-Door Car
Yes,Basic,Master,Employed,F,Rural,Married,Personal Auto,Web,Four-Door Car
No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Call Center,Two-Door Car
No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Extended,College,Employed,M,Suburban,Divorced,Corporate Auto,Agent,Four-Door Car
No,Premium,Doctor,Employed,M,Suburban,Single,Corporate Auto,Agent,Four-Door Car
No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,Branch,Four-Door Car
No,Basic,High School or Below,Employed,M,Urban,Divorced,Corporate Auto,Branch,SUV
No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Web,Four-Door Car
No,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
Yes,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Agent,SUV
No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Branch,Four-Door Car
No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Branch,Sports Car
No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Basic,Master,Employed,M,Rural,Married,Corporate Auto,Call Center,Four-Door Car
No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Agent,Two-Door Car
Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
Yes,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,College,Employed,F,Urban,Married,Personal Auto,Call Center,Two-Door Car
No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Call Center,Four-Door Car
No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Web,Four-Door Car
No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Agent,SUV
No,Premium,College,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,Branch,Four-Door Car
Yes,Basic,High School or Below,Employed,F,Urban,Single,Personal Auto,Agent,SUV
No,Basic,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Agent,Luxury
No,Basic,College,Employed,F,Rural,Married,Personal Auto,Branch,Four-Door Car
No,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,Personal Auto,Branch,Four-Door Car
No,Basic,Bachelor,Retired,M,Suburban,Single,Personal Auto,Call Center,Two-Door Car
No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Agent,Two-Door Car
No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Call Center,Luxury
No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Branch,SUV
No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Call Center,SUV
Yes,Extended,Bachelor,Retired,F,Suburban,Divorced,Personal Auto,Call Center,Four-Door Car
No,Extended,College,Disabled,F,Suburban,Married,Corporate Auto,Branch,Two-Door Car
No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Web,Luxury
No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Web,Four-Door Car
No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Branch,Two-Door Car
Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Branch,Two-Door Car
No,Extended,College,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
No,Premium,College,Unemployed,M,Suburban,Single,Corporate Auto,Agent,Sports Car
No,Extended,Master,Employed,M,Suburban,Divorced,Personal Auto,Web,SUV
No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Web,Sports Car
No,Extended,College,Employed,M,Urban,Single,Personal Auto,Agent,Four-Door Car
