,customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Effective To Date
2402,DS50601,Nevada,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,1,Agent,Four-Door Car,Large,2011-02-03
2403,PU78245,Arizona,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L3,1,Agent,SUV,Large,2011-01-16
2404,MP96373,Washington,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L2,3,Call Center,Two-Door Car,Small,2011-01-10
2405,QK62680,Oregon,No,Premium,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,3,Agent,Two-Door Car,Medsize,2011-01-25
2406,HN63935,Arizona,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L2,4,Agent,Four-Door Car,Large,2011-02-08
2407,ON30714,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,2,Branch,Two-Door Car,Small,2011-02-06
2408,FM61329,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Web,SUV,Medsize,2011-02-06
2409,NK91656,Oregon,No,Extended,Master,Disabled,M,Suburban,Divorced,Personal Auto,Personal L3,1,Web,Two-Door Car,Medsize,2011-01-03
2410,MS94619,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,3,Web,Four-Door Car,Medsize,2011-02-13
2411,MO38507,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,3,Agent,Sports Car,Large,2011-01-22
2412,PQ36549,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L1,1,Call Center,Four-Door Car,Medsize,2011-02-09
2413,WG91434,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L1,1,Call Center,Four-Door Car,Medsize,2011-01-08
2414,WR43077,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,3,Agent,Four-Door Car,Small,2011-01-22
2415,LR10110,Washington,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,1,Call Center,Four-Door Car,Medsize,2011-02-08
2416,XZ58588,Arizona,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L2,1,Agent,Four-Door Car,Small,2011-01-09
2417,FX12602,Oregon,No,Basic,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L2,1,Branch,Four-Door Car,Medsize,2011-01-30
2418,BL55947,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,4,Agent,Four-Door Car,Small,2011-01-18
2419,LA60344,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,1,Agent,Four-Door Car,Small,2011-02-19
2420,KQ44803,Arizona,No,Basic,College,Unemployed,M,Urban,Married,Personal Auto,Personal L2,1,Agent,Two-Door Car,Medsize,2011-01-20
2421,QY81331,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L1,1,Agent,Four-Door Car,Medsize,2011-01-24
2422,NP33989,Oregon,No,Premium,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L3,3,Branch,Four-Door Car,Medsize,2011-01-07
2423,CP30637,California,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L3,2,Web,Sports Car,Medsize,2011-01-04
2424,RW50070,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Branch,Luxury Car,Medsize,2011-02-26
2425,LO42325,California,No,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,Special L1,1,Agent,Four-Door Car,Medsize,2011-01-29
2426,YQ50209,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,2,Agent,Four-Door Car,Small,2011-01-01
2427,JP35025,California,No,Basic,Master,Disabled,F,Suburban,Divorced,Corporate Auto,Corporate L1,1,Call Center,Four-Door Car,Small,2011-02-23
2428,WZ13788,Nevada,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,1,Web,Four-Door Car,Medsize,2011-02-19
2429,IS21172,Oregon,Yes,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L1,2,Agent,SUV,Small,2011-01-10
2430,CL10476,Arizona,No,Basic,College,Disabled,M,Suburban,Married,Corporate Auto,Corporate L3,1,Agent,Two-Door Car,Large,2011-01-30
2431,WO83615,Nevada,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,2,Branch,Sports Car,Medsize,2011-02-21
2432,ZJ77881,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,3,Agent,Four-Door Car,Medsize,2011-01-22
2433,GT37101,Oregon,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal Auto,Personal L2,1,Call Center,Two-Door Car,Medsize,2011-02-27
2434,WE13528,California,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Personal L1,2,Branch,Four-Door Car,Medsize,2011-02-12
2435,BT78503,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,2,Agent,Four-Door Car,Medsize,2011-02-12
2436,WM19967,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,2,Web,Two-Door Car,Medsize,2011-01-12
2437,EW13798,California,Yes,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-01-08
2438,RO18530,Washington,No,Basic,Master,Employed,M,Rural,Single,Personal Auto,Personal L3,4,Agent,Four-Door Car,Large,2011-02-28
2439,AY18433,Washington,No,Extended,High School or Below,Employed,F,Rural,Married,Special Auto,Special L2,4,Branch,Two-Door Car,Medsize,2011-01-02
2440,CS29328,Nevada,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L1,3,Branch,Two-Door Car,Medsize,2011-02-04
2441,QL75176,Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,2,Branch,Four-Door Car,Medsize,2011-01-11
2442,IO25161,Arizona,No,Basic,College,Unemployed,F,Urban,Married,Personal Auto,Personal L2,2,Agent,Four-Door Car,Medsize,2011-02-19
2443,FA82777,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,1,Agent,Four-Door Car,Small,2011-02-07
2444,GR49281,California,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,2,Branch,Two-Door Car,Medsize,2011-01-18
2445,ZW19492,Oregon,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L3,1,Branch,Two-Door Car,Medsize,2011-02-14
2446,UW88168,Oregon,No,Extended,Bachelor,Employed,M,Rural,Married,Special Auto,Special L3,2,Branch,Four-Door Car,Large,2011-01-31
2447,XX53620,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,4,Branch,Four-Door Car,Small,2011-02-02
2448,IM90123,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,3,Call Center,SUV,Medsize,2011-01-07
2449,BE33446,Arizona,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L1,2,Agent,SUV,Medsize,2011-02-03
2450,YW11227,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,3,Agent,Two-Door Car,Medsize,2011-01-18
2451,UF32671,Washington,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Personal L1,1,Call Center,Four-Door Car,Small,2011-02-26
2452,ZW10467,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L1,1,Web,Luxury Car,Medsize,2011-01-16
2453,KK95092,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,1,Agent,Luxury SUV,Medsize,2011-01-29
2454,HZ43637,Arizona,No,Extended,College,Employed,F,Suburban,Married,Special Auto,Special L1,2,Agent,Four-Door Car,Small,2011-02-17
2455,FY82691,California,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L3,2,Agent,Four-Door Car,Medsize,2011-01-08
2456,SO40738,California,No,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,Corporate L3,3,Web,SUV,Medsize,2011-02-10
2457,MB83471,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,4,Agent,Four-Door Car,Small,2011-01-05
2458,GA63091,California,No,Extended,College,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-01-31
2459,AU75025,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-02-12
2460,XF15789,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,3,Branch,SUV,Large,2011-02-21
2461,SH13204,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,2,Agent,Two-Door Car,Medsize,2011-01-20
2462,FX48006,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,1,Branch,Luxury SUV,Medsize,2011-01-25
2463,HS69837,Oregon,No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,Personal L3,1,Branch,SUV,Small,2011-01-22
2464,GL49408,California,No,Extended,Doctor,Employed,M,Rural,Married,Corporate Auto,Corporate L2,3,Branch,Four-Door Car,Medsize,2011-02-22
2465,PK51938,Oregon,No,Extended,College,Retired,F,Suburban,Divorced,Corporate Auto,Corporate L3,4,Branch,Four-Door Car,Small,2011-01-14
2466,JE62426,Arizona,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal Auto,Personal L2,2,Agent,Four-Door Car,Medsize,2011-02-03
2467,IA31850,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,1,Agent,Four-Door Car,Small,2011-02-15
2468,PP50567,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,1,Agent,Four-Door Car,Medsize,2011-01-05
2469,CS26667,Washington,Yes,Extended,College,Employed,M,Suburban,Single,Special Auto,Special L3,2,Branch,Four-Door Car,Medsize,2011-01-11
2470,UF73578,California,Yes,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L2,2,Agent,Four-Door Car,Large,2011-01-06
2471,MY23958,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,2,Branch,Sports Car,Medsize,2011-02-06
2472,OP75571,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,3,Call Center,SUV,Medsize,2011-02-24
2473,SI60881,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,3,Branch,SUV,Medsize,2011-01-12
2474,DQ15807,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,1,Call Center,Four-Door Car,Large,2011-01-28
2475,WU15684,Nevada,No,Extended,College,Employed,F,Urban,Married,Corporate Auto,Corporate L3,3,Branch,Four-Door Car,Medsize,2011-01-11
2476,KR17533,Oregon,No,Basic,Doctor,Employed,M,Rural,Divorced,Personal Auto,Personal L1,3,Branch,SUV,Medsize,2011-02-27
2477,IM98086,California,Yes,Extended,College,Employed,M,Urban,Divorced,Personal Auto,Personal L2,2,Call Center,Four-Door Car,Medsize,2011-01-05
2478,XY48850,Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,2,Agent,Two-Door Car,Medsize,2011-02-04
2479,YT25875,California,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Personal L2,4,Agent,Two-Door Car,Medsize,2011-02-08
2480,TL59568,Arizona,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,3,Agent,Two-Door Car,Medsize,2011-02-28
2481,UE52886,Arizona,No,Extended,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L2,1,Call Center,Luxury Car,Small,2011-01-06
2482,TM28833,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,4,Call Center,Two-Door Car,Small,2011-01-18
2483,SQ60915,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,3,Call Center,Four-Door Car,Large,2011-02-26
2484,GU42084,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L2,3,Branch,Sports Car,Small,2011-01-26
2485,ZH93283,Arizona,Yes,Extended,College,Retired,M,Suburban,Single,Personal Auto,Personal L1,1,Agent,Four-Door Car,Medsize,2011-02-23
2486,WF51811,Arizona,Yes,Basic,College,Retired,F,Suburban,Married,Personal Auto,Personal L2,2,Branch,Two-Door Car,Large,2011-01-24
2487,RL51023,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,2,Call Center,Four-Door Car,Small,2011-02-16
2488,NQ67659,Nevada,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,1,Web,SUV,Medsize,2011-01-11
2489,KI45566,Nevada,No,Basic,College,Unemployed,M,Rural,Married,Personal Auto,Personal L2,1,Branch,Sports Car,Small,2011-01-29
2490,WB68229,Arizona,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L1,3,Call Center,Two-Door Car,Small,2011-01-03
2491,UF84144,Washington,No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,3,Call Center,Four-Door Car,Medsize,2011-01-08
2492,ZH28312,California,No,Basic,Bachelor,Unemployed,F,Rural,Married,Corporate Auto,Corporate L2,1,Branch,Four-Door Car,Medsize,2011-02-14
2493,GK48045,Washington,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,3,Branch,Four-Door Car,Medsize,2011-01-06
2494,HZ67642,California,No,Basic,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Personal L1,4,Web,SUV,Small,2011-02-13
2495,HE12295,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,1,Branch,Four-Door Car,Medsize,2011-02-24
2496,XL66550,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L1,1,Call Center,Luxury Car,Small,2011-01-17
2497,AL27471,Oregon,No,Extended,Doctor,Employed,M,Urban,Married,Personal Auto,Personal L3,2,Web,Four-Door Car,Medsize,2011-02-07
2498,NG94479,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Corporate L1,2,Branch,Four-Door Car,Medsize,2011-01-02
2499,WR58220,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,2,Web,SUV,Medsize,2011-01-30
2500,RT64920,Oregon,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,1,Web,Four-Door Car,Medsize,2011-01-02
2501,IR58695,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,1,Web,Four-Door Car,Small,2011-02-10
2502,AS93181,Arizona,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L3,1,Call Center,Sports Car,Medsize,2011-01-31
2503,ML23548,Arizona,No,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L1,3,Call Center,Sports Car,Medsize,2011-01-15
2504,PU71194,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,1,Branch,Luxury Car,Medsize,2011-02-26
2505,QT46430,California,No,Basic,College,Medical Leave,F,Rural,Married,Personal Auto,Personal L1,2,Call Center,Sports Car,Medsize,2011-01-01
2506,WP83694,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-01-22
2507,UE19977,California,No,Premium,College,Employed,F,Rural,Divorced,Personal Auto,Personal L3,3,Web,Two-Door Car,Medsize,2011-02-22
2508,WC83942,Oregon,No,Extended,Bachelor,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L2,2,Web,Four-Door Car,Small,2011-01-23
2509,HZ62410,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-01-03
2510,CE72177,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Large,2011-01-07
2511,YI89801,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,Corporate L2,1,Agent,Four-Door Car,Medsize,2011-02-17
2512,KB53430,Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Personal L3,3,Web,Four-Door Car,Medsize,2011-01-05
2513,KB50999,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,3,Call Center,Two-Door Car,Medsize,2011-02-03
2514,JO17193,Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,1,Agent,Four-Door Car,Large,2011-01-15
2515,BO42776,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,1,Agent,SUV,Medsize,2011-01-03
2516,OZ19432,Nevada,No,Premium,High School or Below,Employed,F,Rural,Married,Special Auto,Special L2,4,Branch,Four-Door Car,Medsize,2011-01-14
2517,VT34834,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,3,Branch,Four-Door Car,Small,2011-02-08
2518,MI65698,Oregon,No,Premium,College,Employed,F,Urban,Divorced,Personal Auto,Personal L3,2,Agent,Two-Door Car,Large,2011-02-01
2519,IG85969,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,3,Call Center,Two-Door Car,Large,2011-01-21
2520,SE72928,California,Yes,Basic,Master,Employed,M,Rural,Single,Personal Auto,Personal L1,1,Agent,Sports Car,Medsize,2011-01-26
2521,QV47358,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,1,Call Center,Four-Door Car,Small,2011-01-25
2522,HR50405,Oregon,No,Basic,Bachelor,Medical Leave,F,Rural,Married,Personal Auto,Personal L3,2,Branch,Four-Door Car,Medsize,2011-02-24
2523,MN53151,Oregon,No,Basic,College,Retired,M,Suburban,Divorced,Personal Auto,Personal L1,4,Agent,Sports Car,Medsize,2011-02-05
2524,VD64777,Nevada,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Personal L2,4,Web,Two-Door Car,Medsize,2011-01-19
2525,EG21289,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L2,4,Call Center,Luxury Car,Medsize,2011-02-04
2526,YI85251,Nevada,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-02-08
2527,RD61361,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,1,Branch,Four-Door Car,Large,2011-02-05
2528,PG26401,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,2,Call Center,SUV,Medsize,2011-01-24
2529,NV91476,California,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Web,Four-Door Car,Medsize,2011-01-23
2530,SJ16410,Arizona,No,Extended,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L3,3,Agent,Four-Door Car,Medsize,2011-02-19
2531,BI17208,Oregon,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,1,Call Center,Two-Door Car,Medsize,2011-01-20
2532,WR70403,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,1,Agent,Two-Door Car,Medsize,2011-02-25
2533,ZZ22858,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,3,Branch,Luxury Car,Medsize,2011-01-01
2534,EZ75048,California,No,Extended,Doctor,Employed,M,Urban,Married,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Medsize,2011-01-10
2535,CN31328,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,2,Web,Four-Door Car,Medsize,2011-01-06
2536,ZP91150,Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,1,Web,Four-Door Car,Medsize,2011-02-13
2537,LC77957,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L1,3,Branch,SUV,Small,2011-01-14
2538,PT34656,California,Yes,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,1,Agent,Four-Door Car,Medsize,2011-02-24
2539,MI99404,California,Yes,Basic,College,Retired,M,Suburban,Single,Personal Auto,Personal L3,1,Agent,Two-Door Car,Medsize,2011-01-10
2540,AI58313,Nevada,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,2,Call Center,Sports Car,Medsize,2011-01-30
2541,VA60020,Nevada,No,Extended,High School or Below,Employed,F,Rural,Married,Special Auto,Special L1,4,Agent,Four-Door Car,Medsize,2011-01-25
2542,TW53467,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,3,Agent,Four-Door Car,Small,2011-01-12
2543,IC11062,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Branch,SUV,Medsize,2011-01-27
2544,OO11531,Nevada,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L2,2,Agent,Four-Door Car,Large,2011-01-23
2545,JV80614,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Medsize,2011-01-29
2546,IC70693,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,2,Web,Luxury Car,Medsize,2011-01-23
