,Effective To Date
7094,2011-01-10
7095,2011-01-09
7096,2011-01-10
7097,2011-01-26
7098,2011-02-11
7099,2011-02-17
7100,2011-02-27
7101,2011-02-10
7102,2011-01-05
7103,2011-01-29
7104,2011-02-20
7105,2011-01-19
7106,2011-01-18
7107,2011-02-14
7108,2011-02-05
7109,2011-02-23
7110,2011-01-06
7111,2011-02-27
7112,2011-01-07
7113,2011-01-13
7114,2011-02-26
7115,2011-02-07
7116,2011-01-29
7117,2011-02-14
7118,2011-02-11
7119,2011-02-26
7120,2011-02-25
7121,2011-01-20
7122,2011-01-21
7123,2011-01-30
7124,2011-01-17
7125,2011-02-11
7126,2011-02-10
7127,2011-01-23
7128,2011-01-05
7129,2011-01-14
7130,2011-01-02
7131,2011-01-27
7132,2011-01-02
7133,2011-02-17
7134,2011-01-25
7135,2011-02-22
7136,2011-02-09
7137,2011-01-06
7138,2011-01-09
7139,2011-02-23
7140,2011-02-13
7141,2011-01-11
7142,2011-01-16
7143,2011-02-25
7144,2011-02-10
7145,2011-01-20
7146,2011-02-08
7147,2011-02-12
7148,2011-01-31
7149,2011-01-01
7150,2011-01-01
7151,2011-01-24
7152,2011-01-03
7153,2011-01-19
7154,2011-02-20
7155,2011-01-31
7156,2011-02-23
7157,2011-01-10
7158,2011-01-31
7159,2011-02-27
7160,2011-02-16
7161,2011-01-11
7162,2011-01-29
7163,2011-01-28
7164,2011-01-03
7165,2011-01-13
7166,2011-01-08
7167,2011-01-10
7168,2011-01-05
7169,2011-02-23
7170,2011-02-15
7171,2011-01-30
7172,2011-01-12
7173,2011-01-07
7174,2011-01-05
7175,2011-01-14
7176,2011-01-04
7177,2011-01-10
7178,2011-02-04
7179,2011-01-26
7180,2011-02-20
7181,2011-01-08
7182,2011-01-30
7183,2011-02-03
7184,2011-02-05
7185,2011-01-28
7186,2011-02-11
7187,2011-02-19
7188,2011-01-05
7189,2011-01-22
7190,2011-01-10
7191,2011-02-01
7192,2011-02-03
7193,2011-01-31
7194,2011-01-04
7195,2011-02-17
7196,2011-02-05
7197,2011-02-03
7198,2011-01-19
7199,2011-01-16
7200,2011-01-11
7201,2011-02-18
7202,2011-01-18
7203,2011-02-21
7204,2011-02-19
7205,2011-02-14
7206,2011-02-11
7207,2011-01-03
7208,2011-01-03
7209,2011-02-02
7210,2011-02-07
7211,2011-01-01
7212,2011-01-17
7213,2011-02-26
7214,2011-01-18
7215,2011-02-17
7216,2011-01-06
7217,2011-01-23
7218,2011-01-11
7219,2011-02-07
7220,2011-02-24
7221,2011-02-22
7222,2011-01-05
7223,2011-02-03
7224,2011-02-20
7225,2011-01-02
7226,2011-01-14
7227,2011-02-07
7228,2011-02-10
7229,2011-02-27
7230,2011-01-05
7231,2011-01-18
7232,2011-01-28
7233,2011-01-25
7234,2011-02-16
7235,2011-01-07
7236,2011-02-12
7237,2011-01-16
7238,2011-01-09
7239,2011-01-20
7240,2011-01-14
7241,2011-02-16
7242,2011-01-24
7243,2011-01-19
7244,2011-01-16
7245,2011-01-13
7246,2011-01-19
7247,2011-02-14
7248,2011-01-04
7249,2011-01-22
7250,2011-02-08
7251,2011-01-23
7252,2011-02-05
7253,2011-02-11
7254,2011-01-31
7255,2011-02-10
7256,2011-01-06
7257,2011-01-12
7258,2011-01-05
7259,2011-01-21
7260,2011-02-13
7261,2011-01-26
7262,2011-02-13
7263,2011-02-01
7264,2011-01-18
7265,2011-01-17
7266,2011-02-19
7267,2011-01-18
7268,2011-01-10
7269,2011-01-17
7270,2011-01-27
7271,2011-02-07
7272,2011-02-17
7273,2011-02-21
7274,2011-01-20
7275,2011-02-25
7276,2011-02-21
7277,2011-02-16
7278,2011-01-19
7279,2011-01-23
7280,2011-01-29
7281,2011-02-03
7282,2011-01-31
7283,2011-02-05
7284,2011-01-18
7285,2011-01-01
7286,2011-01-09
7287,2011-02-19
7288,2011-01-24
7289,2011-01-30
7290,2011-02-01
7291,2011-02-26
7292,2011-02-16
7293,2011-02-09
7294,2011-02-22
7295,2011-01-08
7296,2011-02-19
7297,2011-02-11
7298,2011-02-09
7299,2011-01-30
7300,2011-02-08
7301,2011-01-17
7302,2011-01-22
7303,2011-01-17
7304,2011-01-24
7305,2011-01-25
7306,2011-01-24
7307,2011-02-07
7308,2011-02-03
7309,2011-02-27
7310,2011-02-24
7311,2011-01-09
7312,2011-01-01
7313,2011-01-31
7314,2011-02-20
7315,2011-01-15
7316,2011-01-23
7317,2011-01-20
7318,2011-02-09
7319,2011-02-06
7320,2011-01-10
7321,2011-01-04
7322,2011-01-21
7323,2011-01-24
7324,2011-02-11
7325,2011-01-14
7326,2011-02-23
7327,2011-02-25
7328,2011-01-28
7329,2011-01-17
7330,2011-01-09
7331,2011-01-02
7332,2011-01-22
7333,2011-01-17
7334,2011-02-17
7335,2011-01-10
7336,2011-02-24
7337,2011-01-19
7338,2011-02-18
7339,2011-02-04
7340,2011-02-26
7341,2011-01-01
7342,2011-02-28
7343,2011-02-10
7344,2011-01-02
7345,2011-01-09
7346,2011-01-09
7347,2011-01-27
7348,2011-01-16
7349,2011-01-15
7350,2011-02-19
7351,2011-01-11
7352,2011-01-10
7353,2011-01-18
7354,2011-01-04
7355,2011-01-26
7356,2011-02-27
7357,2011-01-09
7358,2011-01-12
7359,2011-02-25
7360,2011-01-19
7361,2011-01-21
7362,2011-02-13
7363,2011-02-02
7364,2011-02-16
7365,2011-02-13
7366,2011-01-17
7367,2011-01-12
7368,2011-01-24
7369,2011-01-19
7370,2011-02-12
7371,2011-01-11
7372,2011-02-16
7373,2011-01-23
7374,2011-01-17
7375,2011-02-26
7376,2011-01-18
7377,2011-02-20
7378,2011-02-02
7379,2011-02-10
7380,2011-01-30
7381,2011-01-05
7382,2011-02-06
7383,2011-01-23
7384,2011-01-08
7385,2011-01-30
7386,2011-01-23
7387,2011-01-05
7388,2011-01-10
7389,2011-02-14
7390,2011-01-23
7391,2011-01-16
7392,2011-02-22
7393,2011-02-14
7394,2011-01-12
7395,2011-02-04
7396,2011-01-03
7397,2011-01-22
7398,2011-01-28
7399,2011-01-12
7400,2011-01-18
7401,2011-01-19
7402,2011-02-23
7403,2011-02-13
7404,2011-02-08
7405,2011-02-13
7406,2011-02-11
7407,2011-01-03
7408,2011-02-19
7409,2011-01-28
7410,2011-01-26
7411,2011-02-28
7412,2011-01-28
7413,2011-01-27
7414,2011-02-06
7415,2011-01-03
7416,2011-02-23
7417,2011-02-07
7418,2011-02-27
7419,2011-02-27
7420,2011-01-28
7421,2011-01-20
7422,2011-01-19
7423,2011-01-05
7424,2011-01-05
7425,2011-01-06
7426,2011-01-04
7427,2011-01-14
7428,2011-02-25
7429,2011-01-30
7430,2011-01-06
7431,2011-01-21
7432,2011-01-14
7433,2011-02-10
7434,2011-01-05
7435,2011-01-17
7436,2011-01-12
7437,2011-01-02
7438,2011-02-06
7439,2011-02-15
7440,2011-01-03
7441,2011-02-01
7442,2011-02-25
7443,2011-01-03
7444,2011-02-13
7445,2011-02-20
7446,2011-01-13
7447,2011-01-01
7448,2011-01-03
7449,2011-01-21
7450,2011-01-19
7451,2011-02-02
7452,2011-01-31
7453,2011-01-14
7454,2011-01-05
7455,2011-01-24
7456,2011-01-10
7457,2011-01-01
7458,2011-02-03
7459,2011-01-01
7460,2011-01-18
7461,2011-02-27
7462,2011-02-21
7463,2011-01-08
7464,2011-02-04
7465,2011-01-17
7466,2011-01-17
7467,2011-02-28
7468,2011-02-05
7469,2011-02-10
7470,2011-02-03
7471,2011-02-07
7472,2011-02-13
7473,2011-02-02
7474,2011-02-25
7475,2011-02-03
7476,2011-01-11
7477,2011-01-10
7478,2011-01-19
7479,2011-01-25
7480,2011-01-07
7481,2011-01-05
7482,2011-01-23
7483,2011-01-19
7484,2011-01-12
7485,2011-01-06
7486,2011-02-19
7487,2011-02-02
7488,2011-01-25
7489,2011-01-27
7490,2011-01-07
7491,2011-01-26
7492,2011-01-11
7493,2011-02-02
7494,2011-02-06
7495,2011-02-28
7496,2011-01-12
7497,2011-02-11
7498,2011-01-18
7499,2011-01-22
7500,2011-02-15
7501,2011-01-05
7502,2011-02-01
7503,2011-02-10
7504,2011-02-03
7505,2011-02-08
7506,2011-02-07
7507,2011-01-08
7508,2011-02-24
7509,2011-01-25
7510,2011-02-08
7511,2011-01-04
7512,2011-02-10
7513,2011-01-21
7514,2011-01-17
7515,2011-01-13
7516,2011-02-23
7517,2011-02-07
7518,2011-01-07
7519,2011-01-08
7520,2011-02-23
7521,2011-02-06
7522,2011-02-17
7523,2011-01-10
7524,2011-02-25
7525,2011-01-26
7526,2011-01-30
7527,2011-01-03
7528,2011-02-27
7529,2011-02-07
7530,2011-02-14
7531,2011-02-28
7532,2011-02-22
7533,2011-02-01
7534,2011-02-26
7535,2011-02-10
7536,2011-01-25
7537,2011-01-23
7538,2011-02-26
7539,2011-01-14
7540,2011-02-19
7541,2011-01-18
7542,2011-01-14
7543,2011-01-03
7544,2011-02-07
7545,2011-01-12
7546,2011-02-07
7547,2011-02-06
7548,2011-01-05
7549,2011-02-23
7550,2011-02-23
7551,2011-01-05
7552,2011-02-19
7553,2011-01-23
7554,2011-01-10
7555,2011-01-13
7556,2011-01-20
7557,2011-01-29
7558,2011-02-26
7559,2011-01-18
7560,2011-01-31
7561,2011-01-10
7562,2011-02-28
7563,2011-02-22
7564,2011-01-21
7565,2011-01-25
7566,2011-01-06
7567,2011-02-03
7568,2011-01-02
7569,2011-01-31
7570,2011-02-09
7571,2011-01-31
7572,2011-01-27
7573,2011-02-11
7574,2011-02-18
7575,2011-01-23
7576,2011-01-18
7577,2011-02-11
7578,2011-01-23
7579,2011-01-29
7580,2011-02-22
7581,2011-01-30
7582,2011-01-31
7583,2011-02-02
7584,2011-02-04
7585,2011-01-26
7586,2011-01-13
7587,2011-01-25
7588,2011-02-26
7589,2011-01-10
7590,2011-02-21
7591,2011-02-01
7592,2011-01-13
7593,2011-01-20
7594,2011-01-18
7595,2011-02-21
7596,2011-02-27
7597,2011-01-27
7598,2011-01-01
7599,2011-01-23
7600,2011-01-23
7601,2011-02-11
7602,2011-01-21
7603,2011-01-25
7604,2011-02-16
7605,2011-01-11
7606,2011-01-03
7607,2011-02-10
7608,2011-02-19
7609,2011-02-04
7610,2011-01-31
7611,2011-02-12
7612,2011-01-15
7613,2011-01-07
7614,2011-01-17
7615,2011-02-25
7616,2011-02-06
7617,2011-01-07
7618,2011-01-31
7619,2011-02-02
7620,2011-01-14
7621,2011-02-07
7622,2011-02-12
7623,2011-01-25
7624,2011-01-15
7625,2011-02-23
7626,2011-02-28
7627,2011-01-08
7628,2011-02-28
7629,2011-01-25
7630,2011-01-31
7631,2011-02-20
7632,2011-02-05
7633,2011-01-18
7634,2011-01-26
7635,2011-02-20
7636,2011-01-22
7637,2011-02-21
7638,2011-01-18
7639,2011-02-02
7640,2011-01-30
7641,2011-02-12
7642,2011-01-26
7643,2011-02-12
7644,2011-02-16
7645,2011-02-15
7646,2011-02-15
7647,2011-02-12
7648,2011-02-26
7649,2011-01-08
7650,2011-01-02
7651,2011-01-02
7652,2011-02-23
7653,2011-01-27
7654,2011-01-22
7655,2011-01-01
7656,2011-02-20
7657,2011-02-12
7658,2011-02-13
7659,2011-01-04
7660,2011-02-15
7661,2011-01-29
7662,2011-01-20
7663,2011-01-14
7664,2011-01-31
7665,2011-01-10
7666,2011-01-26
7667,2011-01-22
7668,2011-02-10
7669,2011-01-26
7670,2011-01-04
7671,2011-01-03
7672,2011-01-18
7673,2011-02-21
7674,2011-01-14
7675,2011-02-11
7676,2011-01-18
7677,2011-01-06
7678,2011-02-26
7679,2011-02-22
7680,2011-02-26
7681,2011-02-28
7682,2011-02-16
7683,2011-01-31
7684,2011-02-18
7685,2011-01-05
7686,2011-02-15
7687,2011-02-26
7688,2011-01-20
7689,2011-02-10
7690,2011-02-01
7691,2011-01-19
7692,2011-01-24
7693,2011-02-19
7694,2011-01-23
7695,2011-02-26
7696,2011-01-04
7697,2011-02-10
7698,2011-02-06
7699,2011-01-28
7700,2011-01-29
7701,2011-02-12
7702,2011-02-08
7703,2011-01-16
7704,2011-01-09
7705,2011-01-10
7706,2011-01-26
7707,2011-02-07
7708,2011-01-30
7709,2011-01-27
7710,2011-02-23
7711,2011-01-09
7712,2011-01-04
7713,2011-02-13
7714,2011-02-22
7715,2011-01-02
7716,2011-01-03
7717,2011-01-13
7718,2011-01-11
7719,2011-01-01
7720,2011-01-21
7721,2011-01-17
7722,2011-01-28
7723,2011-01-22
7724,2011-02-15
7725,2011-02-20
7726,2011-02-26
7727,2011-02-18
7728,2011-02-25
7729,2011-01-20
7730,2011-02-28
7731,2011-01-17
7732,2011-02-15
7733,2011-02-14
7734,2011-02-05
7735,2011-01-05
7736,2011-01-08
7737,2011-02-03
7738,2011-02-18
7739,2011-02-03
7740,2011-01-11
7741,2011-02-28
7742,2011-01-10
7743,2011-01-05
7744,2011-01-24
7745,2011-01-08
7746,2011-02-28
7747,2011-01-30
7748,2011-02-17
7749,2011-01-09
7750,2011-01-30
7751,2011-02-07
7752,2011-02-16
7753,2011-02-15
7754,2011-02-14
7755,2011-01-21
7756,2011-02-14
7757,2011-02-17
7758,2011-02-18
7759,2011-01-23
7760,2011-01-23
7761,2011-01-03
7762,2011-02-08
7763,2011-02-22
7764,2011-01-16
7765,2011-02-27
7766,2011-02-03
7767,2011-02-12
7768,2011-01-11
7769,2011-02-02
7770,2011-02-01
7771,2011-02-27
7772,2011-01-03
7773,2011-02-22
7774,2011-02-13
7775,2011-02-17
7776,2011-02-01
7777,2011-01-11
7778,2011-02-10
7779,2011-02-09
7780,2011-01-17
7781,2011-02-23
7782,2011-02-18
7783,2011-02-08
7784,2011-01-09
7785,2011-01-16
7786,2011-01-22
7787,2011-02-07
7788,2011-01-21
7789,2011-01-10
7790,2011-02-13
7791,2011-02-09
7792,2011-01-10
7793,2011-02-03
7794,2011-02-02
7795,2011-01-09
7796,2011-02-01
7797,2011-01-20
7798,2011-02-14
7799,2011-02-05
7800,2011-01-17
7801,2011-01-24
7802,2011-02-28
7803,2011-01-31
7804,2011-02-24
7805,2011-02-25
7806,2011-02-17
7807,2011-02-18
7808,2011-01-22
7809,2011-01-29
7810,2011-01-11
7811,2011-01-08
7812,2011-01-28
7813,2011-01-31
7814,2011-01-03
7815,2011-02-20
7816,2011-01-05
7817,2011-01-14
7818,2011-02-18
7819,2011-02-20
7820,2011-01-20
7821,2011-01-12
7822,2011-02-01
7823,2011-01-16
7824,2011-01-03
7825,2011-01-27
7826,2011-02-19
7827,2011-01-20
7828,2011-02-11
7829,2011-01-16
7830,2011-01-02
7831,2011-01-17
7832,2011-01-29
7833,2011-01-26
7834,2011-02-14
7835,2011-02-28
7836,2011-01-25
7837,2011-02-06
7838,2011-02-10
7839,2011-02-27
7840,2011-01-12
7841,2011-01-21
7842,2011-01-05
7843,2011-02-07
7844,2011-01-31
7845,2011-02-06
7846,2011-01-01
7847,2011-01-01
7848,2011-02-25
7849,2011-01-22
7850,2011-02-25
7851,2011-02-15
7852,2011-02-08
7853,2011-01-13
7854,2011-01-08
7855,2011-01-04
7856,2011-01-25
7857,2011-01-18
7858,2011-01-21
7859,2011-01-27
7860,2011-01-06
7861,2011-02-07
7862,2011-02-03
7863,2011-02-10
7864,2011-01-02
7865,2011-02-02
7866,2011-01-13
7867,2011-02-21
7868,2011-02-25
7869,2011-02-18
7870,2011-01-19
7871,2011-01-23
7872,2011-02-09
7873,2011-02-03
7874,2011-01-03
7875,2011-02-04
7876,2011-02-23
7877,2011-02-11
7878,2011-01-20
7879,2011-02-20
7880,2011-02-13
7881,2011-01-02
7882,2011-01-02
7883,2011-01-31
7884,2011-01-30
7885,2011-02-15
7886,2011-01-30
7887,2011-01-15
7888,2011-01-07
7889,2011-01-05
7890,2011-01-11
7891,2011-01-11
7892,2011-02-14
7893,2011-02-03
7894,2011-01-22
7895,2011-02-26
7896,2011-01-30
7897,2011-02-07
7898,2011-02-02
7899,2011-01-31
7900,2011-02-06
7901,2011-01-22
7902,2011-01-05
7903,2011-02-10
7904,2011-02-19
7905,2011-01-20
7906,2011-02-16
7907,2011-01-20
7908,2011-01-09
7909,2011-01-05
7910,2011-02-15
7911,2011-01-26
7912,2011-01-09
7913,2011-02-03
7914,2011-02-25
7915,2011-01-24
7916,2011-01-12
7917,2011-02-17
7918,2011-02-09
7919,2011-01-12
7920,2011-01-07
7921,2011-01-10
7922,2011-01-24
7923,2011-02-23
7924,2011-02-21
7925,2011-01-19
7926,2011-01-23
7927,2011-01-11
7928,2011-02-24
7929,2011-02-03
7930,2011-02-04
7931,2011-01-06
7932,2011-02-19
7933,2011-01-13
7934,2011-02-22
7935,2011-01-19
7936,2011-02-23
7937,2011-01-27
7938,2011-01-02
7939,2011-01-22
7940,2011-01-27
7941,2011-02-17
7942,2011-01-07
7943,2011-01-26
7944,2011-02-22
7945,2011-01-10
7946,2011-02-12
7947,2011-01-28
7948,2011-02-10
7949,2011-01-14
7950,2011-02-22
7951,2011-02-23
7952,2011-02-02
7953,2011-02-16
7954,2011-02-02
7955,2011-01-08
7956,2011-02-27
7957,2011-02-24
7958,2011-01-01
7959,2011-02-10
7960,2011-01-18
7961,2011-01-13
7962,2011-02-16
7963,2011-01-15
7964,2011-02-02
7965,2011-01-29
7966,2011-02-07
7967,2011-02-07
7968,2011-01-26
7969,2011-01-31
7970,2011-02-04
7971,2011-02-21
7972,2011-01-11
7973,2011-02-16
7974,2011-02-07
7975,2011-02-19
7976,2011-02-09
7977,2011-01-03
7978,2011-01-01
7979,2011-01-31
7980,2011-02-18
7981,2011-02-13
7982,2011-02-14
7983,2011-01-27
7984,2011-01-29
7985,2011-01-24
7986,2011-01-04
7987,2011-02-05
7988,2011-02-05
7989,2011-02-23
7990,2011-01-05
7991,2011-02-28
7992,2011-02-01
7993,2011-02-04
7994,2011-02-08
7995,2011-01-12
7996,2011-02-01
7997,2011-02-21
7998,2011-01-16
7999,2011-02-06
8000,2011-01-23
8001,2011-02-24
8002,2011-01-10
8003,2011-02-25
8004,2011-02-27
8005,2011-02-19
8006,2011-01-13
8007,2011-02-07
8008,2011-02-16
8009,2011-01-10
8010,2011-01-16
8011,2011-01-07
8012,2011-02-06
8013,2011-01-15
8014,2011-02-12
8015,2011-02-14
8016,2011-01-27
8017,2011-02-07
8018,2011-01-20
8019,2011-01-07
8020,2011-02-21
8021,2011-02-24
8022,2011-02-22
8023,2011-01-05
8024,2011-01-29
8025,2011-01-13
8026,2011-01-18
8027,2011-01-12
8028,2011-01-25
8029,2011-01-17
8030,2011-01-05
8031,2011-02-14
8032,2011-01-14
8033,2011-01-03
8034,2011-01-23
8035,2011-01-17
8036,2011-02-03
8037,2011-01-11
8038,2011-01-27
8039,2011-01-17
8040,2011-01-19
8041,2011-02-08
8042,2011-01-27
8043,2011-01-10
8044,2011-02-03
8045,2011-02-09
8046,2011-02-27
8047,2011-01-01
8048,2011-01-07
8049,2011-01-16
8050,2011-01-21
8051,2011-01-09
8052,2011-01-14
8053,2011-01-10
8054,2011-01-01
8055,2011-01-24
8056,2011-02-04
8057,2011-02-12
8058,2011-01-20
8059,2011-02-12
8060,2011-01-18
8061,2011-01-25
8062,2011-02-20
8063,2011-01-15
8064,2011-01-27
8065,2011-01-27
8066,2011-01-23
8067,2011-01-31
8068,2011-02-21
8069,2011-01-01
8070,2011-02-12
8071,2011-02-12
8072,2011-01-15
8073,2011-01-15
8074,2011-01-19
8075,2011-01-08
8076,2011-01-27
8077,2011-01-22
8078,2011-01-23
8079,2011-01-02
8080,2011-01-31
8081,2011-01-20
8082,2011-02-06
8083,2011-01-05
8084,2011-01-06
8085,2011-02-15
8086,2011-02-06
8087,2011-01-30
8088,2011-01-17
8089,2011-02-18
8090,2011-01-11
8091,2011-01-05
8092,2011-02-04
8093,2011-02-13
8094,2011-01-01
8095,2011-02-07
8096,2011-01-29
8097,2011-01-31
8098,2011-01-25
8099,2011-01-24
8100,2011-01-25
8101,2011-02-21
8102,2011-01-13
8103,2011-01-15
8104,2011-01-02
8105,2011-02-20
8106,2011-02-26
8107,2011-01-14
8108,2011-01-28
8109,2011-02-05
8110,2011-01-01
8111,2011-02-23
8112,2011-01-13
8113,2011-02-20
8114,2011-02-25
8115,2011-01-04
8116,2011-02-19
8117,2011-02-11
8118,2011-01-26
8119,2011-02-13
8120,2011-01-19
8121,2011-02-05
8122,2011-01-03
8123,2011-01-31
8124,2011-01-06
8125,2011-01-30
8126,2011-01-23
8127,2011-01-06
8128,2011-02-15
8129,2011-01-24
8130,2011-01-28
8131,2011-01-29
8132,2011-01-01
8133,2011-02-27
8134,2011-01-21
8135,2011-02-16
8136,2011-01-06
8137,2011-02-14
8138,2011-01-17
8139,2011-01-14
8140,2011-01-28
8141,2011-02-17
8142,2011-02-15
8143,2011-01-08
8144,2011-02-16
8145,2011-01-13
8146,2011-01-31
8147,2011-02-20
8148,2011-01-27
8149,2011-02-25
8150,2011-02-14
8151,2011-01-19
8152,2011-01-22
8153,2011-01-27
8154,2011-01-25
8155,2011-01-28
8156,2011-02-26
8157,2011-02-17
8158,2011-01-24
8159,2011-02-24
8160,2011-01-15
8161,2011-02-13
8162,2011-01-30
8163,2011-01-01
8164,2011-01-14
8165,2011-02-16
8166,2011-01-11
8167,2011-01-19
8168,2011-02-25
8169,2011-01-16
8170,2011-02-23
8171,2011-02-21
8172,2011-02-07
8173,2011-01-24
8174,2011-02-26
8175,2011-02-25
8176,2011-01-16
8177,2011-02-11
8178,2011-01-27
8179,2011-01-06
8180,2011-02-02
8181,2011-02-11
8182,2011-01-10
8183,2011-01-10
8184,2011-02-05
8185,2011-01-15
8186,2011-01-29
8187,2011-01-14
8188,2011-02-03
8189,2011-02-14
8190,2011-01-02
8191,2011-01-01
8192,2011-02-08
8193,2011-02-16
8194,2011-01-15
8195,2011-01-10
8196,2011-02-22
8197,2011-01-16
8198,2011-02-12
8199,2011-01-15
8200,2011-01-17
8201,2011-02-15
8202,2011-01-18
8203,2011-01-17
8204,2011-01-20
8205,2011-02-28
8206,2011-02-10
8207,2011-02-15
8208,2011-01-24
8209,2011-01-19
8210,2011-01-23
8211,2011-01-04
8212,2011-01-12
8213,2011-02-15
8214,2011-02-20
8215,2011-01-04
8216,2011-02-06
8217,2011-02-12
8218,2011-02-13
8219,2011-01-07
8220,2011-01-05
8221,2011-02-26
8222,2011-02-10
8223,2011-02-11
8224,2011-01-10
8225,2011-01-31
8226,2011-02-27
8227,2011-01-19
8228,2011-02-28
8229,2011-02-02
8230,2011-02-13
8231,2011-02-25
8232,2011-01-17
8233,2011-02-15
8234,2011-02-03
8235,2011-01-14
8236,2011-02-23
8237,2011-02-09
8238,2011-01-04
8239,2011-01-13
8240,2011-02-14
8241,2011-02-14
8242,2011-01-26
8243,2011-01-09
8244,2011-01-27
8245,2011-02-05
8246,2011-01-12
8247,2011-01-19
8248,2011-01-20
8249,2011-01-22
8250,2011-02-01
8251,2011-02-18
8252,2011-02-06
8253,2011-02-01
8254,2011-01-25
8255,2011-02-22
8256,2011-01-07
8257,2011-02-25
8258,2011-02-14
8259,2011-02-26
8260,2011-02-17
8261,2011-01-08
8262,2011-01-28
8263,2011-01-26
8264,2011-02-22
8265,2011-01-26
8266,2011-02-20
8267,2011-01-13
8268,2011-01-07
8269,2011-02-01
8270,2011-02-24
8271,2011-01-17
8272,2011-01-30
8273,2011-01-31
8274,2011-01-14
8275,2011-02-22
8276,2011-01-01
8277,2011-01-09
8278,2011-02-21
8279,2011-01-30
8280,2011-02-14
8281,2011-02-25
8282,2011-02-16
8283,2011-02-12
8284,2011-02-10
8285,2011-01-02
8286,2011-02-27
8287,2011-02-23
8288,2011-02-25
8289,2011-02-19
8290,2011-02-10
8291,2011-02-17
8292,2011-02-07
8293,2011-01-23
8294,2011-01-03
8295,2011-02-01
8296,2011-01-23
8297,2011-02-04
8298,2011-01-18
8299,2011-02-22
8300,2011-01-18
8301,2011-02-15
8302,2011-01-14
8303,2011-01-01
8304,2011-01-02
8305,2011-02-18
8306,2011-01-28
8307,2011-01-26
8308,2011-01-21
8309,2011-02-25
8310,2011-02-12
8311,2011-02-09
8312,2011-02-23
8313,2011-02-07
8314,2011-02-26
8315,2011-01-27
8316,2011-01-08
8317,2011-01-03
8318,2011-01-24
8319,2011-02-16
8320,2011-02-16
8321,2011-01-03
8322,2011-01-28
8323,2011-01-05
8324,2011-02-01
8325,2011-02-10
8326,2011-02-07
8327,2011-01-22
8328,2011-01-15
8329,2011-01-11
8330,2011-01-18
8331,2011-02-16
8332,2011-02-12
8333,2011-02-14
8334,2011-01-24
8335,2011-02-09
8336,2011-02-12
8337,2011-02-14
8338,2011-02-14
8339,2011-01-01
8340,2011-01-28
8341,2011-02-06
8342,2011-01-14
8343,2011-01-21
8344,2011-01-22
8345,2011-01-11
8346,2011-01-14
8347,2011-01-11
8348,2011-01-20
8349,2011-02-07
8350,2011-02-08
8351,2011-01-23
8352,2011-01-04
8353,2011-01-02
8354,2011-01-27
8355,2011-02-26
8356,2011-01-10
8357,2011-01-21
8358,2011-01-26
8359,2011-02-19
8360,2011-01-24
8361,2011-01-24
8362,2011-02-13
8363,2011-02-13
8364,2011-01-03
8365,2011-01-06
8366,2011-02-07
8367,2011-02-20
8368,2011-02-20
8369,2011-02-23
8370,2011-02-16
8371,2011-02-24
8372,2011-01-14
8373,2011-02-23
8374,2011-02-26
8375,2011-01-15
8376,2011-02-09
8377,2011-01-10
8378,2011-01-29
8379,2011-02-06
8380,2011-01-22
8381,2011-02-04
8382,2011-01-31
8383,2011-02-26
8384,2011-02-17
8385,2011-01-06
8386,2011-01-30
8387,2011-01-02
8388,2011-01-01
8389,2011-01-24
8390,2011-01-17
8391,2011-01-11
8392,2011-01-11
8393,2011-02-21
8394,2011-01-22
8395,2011-02-22
8396,2011-01-21
8397,2011-01-27
8398,2011-01-10
8399,2011-01-23
8400,2011-01-12
8401,2011-02-13
8402,2011-01-08
8403,2011-02-02
8404,2011-02-18
8405,2011-02-21
8406,2011-01-04
8407,2011-01-08
8408,2011-02-09
8409,2011-01-12
8410,2011-02-24
8411,2011-02-06
8412,2011-02-12
8413,2011-01-30
8414,2011-02-26
8415,2011-02-24
8416,2011-01-13
8417,2011-02-07
8418,2011-01-17
8419,2011-02-26
8420,2011-02-05
8421,2011-01-15
8422,2011-02-24
8423,2011-02-27
8424,2011-01-29
8425,2011-01-10
8426,2011-01-19
8427,2011-01-29
8428,2011-02-14
8429,2011-01-07
8430,2011-02-09
8431,2011-01-10
8432,2011-01-12
8433,2011-02-16
8434,2011-02-26
8435,2011-02-23
8436,2011-02-11
8437,2011-02-07
8438,2011-02-06
8439,2011-02-06
8440,2011-01-24
8441,2011-01-05
8442,2011-01-01
8443,2011-01-26
8444,2011-02-27
8445,2011-01-28
8446,2011-01-04
8447,2011-02-03
8448,2011-01-07
8449,2011-02-24
8450,2011-02-02
8451,2011-02-09
8452,2011-02-18
8453,2011-01-26
8454,2011-01-14
8455,2011-02-14
8456,2011-02-07
8457,2011-02-21
8458,2011-02-25
8459,2011-02-05
8460,2011-01-07
8461,2011-01-07
8462,2011-02-20
8463,2011-01-31
8464,2011-02-19
8465,2011-01-21
8466,2011-02-21
8467,2011-02-22
8468,2011-01-08
8469,2011-02-12
8470,2011-01-11
8471,2011-01-05
8472,2011-02-03
8473,2011-01-23
8474,2011-02-25
8475,2011-02-04
8476,2011-01-19
8477,2011-01-09
8478,2011-02-22
8479,2011-01-10
8480,2011-01-11
8481,2011-01-19
8482,2011-02-22
8483,2011-02-03
8484,2011-02-15
8485,2011-01-01
8486,2011-01-20
8487,2011-01-09
8488,2011-01-21
8489,2011-01-07
8490,2011-02-25
8491,2011-02-24
8492,2011-01-26
