Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
RC11491,Oregon,No,Extended,College,2011-01-02,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize
RZ24101,Nevada,No,Premium,College,2011-01-04,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
OB88698,Oregon,No,Basic,High School or Below,2011-01-23,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Medsize
IK92617,Oregon,No,Extended,Bachelor,2011-02-11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
YH43996,Arizona,No,Premium,College,2011-01-21,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
BJ65040,Arizona,No,Basic,High School or Below,2011-01-03,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize
WY57101,Arizona,Yes,Extended,Doctor,2011-01-08,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
OG77759,Arizona,No,Basic,Bachelor,2011-01-14,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
HN38084,Nevada,No,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Branch,Two-Door Car,Small
GD11927,California,No,Basic,High School or Below,2011-02-25,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Small
MC20349,California,No,Basic,Bachelor,2011-01-30,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
HM22034,Nevada,No,Basic,College,2011-01-22,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
KH48996,Arizona,No,Basic,Bachelor,2011-02-23,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer3,Branch,Sports Car,Small
VM34210,Washington,No,Basic,College,2011-01-01,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Web,SUV,Medsize
LS90887,California,No,Basic,Bachelor,2011-02-18,Employed,F,Urban,Married,Special Auto,Special L2,Offer2,Web,Four-Door Car,Medsize
EN72010,Oregon,No,Basic,College,2011-01-25,Disabled,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize
KH44031,Oregon,No,Extended,Master,2011-01-04,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize
GJ47896,Arizona,No,Basic,College,2011-01-13,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
GD87742,Oregon,No,Basic,College,2011-01-26,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Sports Car,Medsize
MD14027,Nevada,No,Basic,Bachelor,2011-01-20,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize
XA32915,Nevada,No,Basic,High School or Below,2011-02-15,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Small
XR52852,Oregon,Yes,Basic,College,2011-02-22,Unemployed,F,Suburban,Divorced,Special Auto,Special L2,Offer1,Branch,Four-Door Car,Small
EZ48947,Nevada,No,Basic,College,2011-01-31,Employed,M,Rural,Single,Special Auto,Special L2,Offer1,Agent,SUV,Large
OJ50322,Nevada,No,Premium,High School or Below,2011-01-21,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
XB77333,Oregon,Yes,Basic,College,2011-01-27,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Large
QB58745,California,No,Basic,High School or Below,2011-01-23,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer4,Web,Two-Door Car,Large
IG62421,Nevada,Yes,Extended,Doctor,2011-02-18,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
SF29724,California,No,Basic,Bachelor,2011-01-12,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize
WM95454,California,Yes,Extended,Bachelor,2011-01-03,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
CB96381,California,No,Basic,College,2011-01-11,Employed,F,Urban,Divorced,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Medsize
MJ60422,Arizona,No,Extended,Bachelor,2011-02-09,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Small
NC63295,Arizona,No,Basic,High School or Below,2011-02-10,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Branch,Four-Door Car,Large
JX76668,Washington,No,Premium,High School or Below,2011-01-06,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Sports Car,Small
ZE76673,Oregon,Yes,Extended,Doctor,2011-01-18,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Sports Car,Medsize
XG19917,Washington,No,Extended,Bachelor,2011-02-05,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
WF34690,Oregon,No,Basic,Bachelor,2011-02-07,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
ZM28138,Arizona,No,Basic,Bachelor,2011-01-01,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
FI14842,Nevada,No,Basic,College,2011-01-29,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,SUV,Medsize
KC32511,Oregon,Yes,Basic,Master,2011-02-03,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small
NE10467,Arizona,No,Basic,High School or Below,2011-02-24,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Call Center,SUV,Medsize
PT93474,Oregon,No,Basic,Bachelor,2011-02-04,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
RL74454,Nevada,No,Basic,Bachelor,2011-02-06,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
DQ31994,Nevada,No,Extended,College,2011-02-19,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize
DN98431,Oregon,No,Basic,High School or Below,2011-02-27,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
EV53200,Nevada,No,Basic,College,2011-01-08,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
AJ89107,Arizona,No,Extended,High School or Below,2011-02-02,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Large
WS25565,California,Yes,Basic,Master,2011-01-31,Disabled,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Small
ZY33234,Nevada,No,Premium,High School or Below,2011-01-12,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Large
QW17286,Washington,No,Basic,Master,2011-02-13,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Medsize
TO34442,Washington,No,Basic,College,2011-02-23,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
DG90902,California,No,Basic,College,2011-01-12,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
SW96063,Arizona,No,Extended,Bachelor,2011-02-23,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
CP19929,California,No,Basic,Bachelor,2011-02-10,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
KR50062,Oregon,No,Basic,College,2011-02-11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
CU19735,Arizona,No,Basic,High School or Below,2011-02-24,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Call Center,SUV,Medsize
ST52914,Arizona,No,Extended,College,2011-02-05,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Medsize
WQ68301,Oregon,No,Basic,Bachelor,2011-01-29,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Large
LR33381,Nevada,No,Basic,Doctor,2011-02-18,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small
UR36912,California,No,Basic,Bachelor,2011-01-31,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
SK46419,California,No,Basic,High School or Below,2011-01-31,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,SUV,Medsize
BY88757,California,No,Extended,Master,2011-02-03,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Large
ER65086,Nevada,No,Extended,Doctor,2011-01-18,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
TP87527,California,No,Basic,High School or Below,2011-02-15,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Large
VL80291,Nevada,No,Extended,Master,2011-01-04,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
WL45773,California,No,Basic,Doctor,2011-01-02,Employed,F,Urban,Married,Special Auto,Special L2,Offer2,Call Center,Four-Door Car,Medsize
TT36693,Nevada,Yes,Premium,College,2011-01-03,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
PT12544,Arizona,No,Extended,College,2011-02-24,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
CI24326,Oregon,No,Extended,Bachelor,2011-01-23,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize
YQ73717,California,No,Basic,High School or Below,2011-01-31,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize
FG99706,Oregon,No,Extended,College,2011-01-06,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
OM63414,Arizona,No,Basic,Bachelor,2011-02-21,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large
JQ74890,Nevada,No,Extended,Bachelor,2011-01-19,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize
FP93662,California,No,Extended,Master,2011-02-06,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Branch,Two-Door Car,Large
PF40592,Washington,No,Basic,College,2011-01-08,Medical Leave,F,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize
EW82164,California,No,Basic,Bachelor,2011-02-03,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Small
KV99550,California,No,Basic,High School or Below,2011-02-14,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
CA96230,California,No,Basic,Doctor,2011-02-10,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize
QN17712,Oregon,No,Basic,College,2011-01-11,Unemployed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
KM79894,Arizona,No,Extended,Master,2011-01-21,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
YC54142,Washington,No,Extended,High School or Below,2011-01-26,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Luxury Car,Medsize
DZ45471,Nevada,Yes,Basic,College,2011-02-03,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize
DE18949,Oregon,No,Basic,College,2011-01-16,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Two-Door Car,Small
BN74268,Arizona,No,Extended,College,2011-01-04,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
QJ93301,Nevada,No,Premium,Master,2011-01-11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize
OO92815,Arizona,No,Extended,High School or Below,2011-02-04,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
HV50891,Nevada,Yes,Extended,Doctor,2011-02-01,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
RK59543,California,Yes,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
IH54239,California,No,Basic,Master,2011-02-01,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
GB14456,Nevada,No,Extended,High School or Below,2011-02-13,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Large
RC95515,Arizona,No,Basic,College,2011-01-16,Medical Leave,M,Urban,Divorced,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
TI61458,California,Yes,Extended,Bachelor,2011-01-20,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
RB49468,Oregon,No,Basic,Bachelor,2011-01-20,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
SJ18454,Oregon,No,Basic,High School or Below,2011-01-19,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,Sports Car,Medsize
KC19420,California,No,Extended,College,2011-01-11,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Large
TP12241,California,No,Basic,College,2011-02-07,Medical Leave,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
BD89564,Nevada,Yes,Premium,College,2011-01-19,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Sports Car,Medsize
SG20925,Washington,No,Basic,Master,2011-01-23,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
CJ97736,Oregon,No,Basic,College,2011-02-16,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Small
SK79760,Washington,No,Extended,Bachelor,2011-01-02,Medical Leave,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Medsize
YB70005,Oregon,No,Extended,College,2011-01-02,Employed,M,Rural,Married,Special Auto,Special L2,Offer1,Branch,SUV,Large
QI40455,Oregon,No,Basic,Doctor,2011-02-27,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Large
YL72747,California,No,Basic,High School or Below,2011-01-25,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
FL18392,California,No,Basic,Bachelor,2011-02-28,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Small
AL21967,Oregon,No,Extended,Master,2011-01-05,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize
KC67431,California,No,Extended,College,2011-01-18,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Branch,Sports Car,Medsize
EG40823,Oregon,No,Basic,Bachelor,2011-01-20,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
QO89177,California,No,Premium,College,2011-02-03,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
AV72430,Oregon,No,Premium,Master,2011-02-08,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Small
AT36002,Washington,No,Basic,College,2011-02-04,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Luxury SUV,Medsize
WI29961,Nevada,No,Basic,High School or Below,2011-02-03,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
ZR11692,California,No,Basic,Bachelor,2011-01-29,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize
No36572,Oregon,No,Premium,High School or Below,2011-02-16,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Large
YZ56105,California,No,Extended,High School or Below,2011-01-11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize
MN62189,California,No,Basic,High School or Below,2011-01-19,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
MQ32284,California,No,Basic,College,2011-01-23,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
NS38229,Nevada,No,Basic,College,2011-02-21,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
IB41597,California,No,Extended,College,2011-02-12,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
IP68868,Oregon,No,Premium,High School or Below,2011-01-18,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Small
EL70257,California,No,Basic,High School or Below,2011-01-01,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
NB27041,Arizona,Yes,Premium,High School or Below,2011-01-21,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Large
BM28359,Oregon,No,Basic,High School or Below,2011-01-29,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large
VB77950,California,No,Extended,High School or Below,2011-01-07,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
PE47967,Oregon,No,Basic,College,2011-01-15,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer2,Branch,Luxury SUV,Medsize
QR47308,Nevada,No,Basic,College,2011-01-15,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large
YU49449,California,No,Basic,Bachelor,2011-02-07,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
KN25124,Oregon,No,Basic,Master,2011-01-09,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
HI51182,Oregon,No,Premium,College,2011-01-03,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
MS18916,California,Yes,Extended,College,2011-01-05,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Small
IE40701,California,No,Basic,High School or Below,2011-01-30,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small
UT48216,Nevada,Yes,Extended,College,2011-01-14,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,Luxury SUV,Small
VN92740,Arizona,Yes,Basic,College,2011-01-11,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize
IZ55070,Nevada,No,Basic,High School or Below,2011-01-07,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
PQ19113,Washington,No,Premium,Bachelor,2011-02-10,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,SUV,Medsize
AW48347,Washington,Yes,Extended,Master,2011-01-31,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Small
DY30071,Oregon,No,Basic,Bachelor,2011-01-07,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
ZN24083,Oregon,No,Basic,Doctor,2011-02-26,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Web,Four-Door Car,Small
JU74347,Oregon,No,Basic,Bachelor,2011-01-03,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Sports Car,Small
YJ35850,Oregon,No,Extended,High School or Below,2011-02-10,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize
JP41935,Washington,No,Basic,High School or Below,2011-02-10,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
GP67816,California,No,Premium,High School or Below,2011-01-16,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
PW51793,Oregon,No,Extended,Bachelor,2011-01-02,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Small
UF59346,California,No,Basic,Bachelor,2011-02-09,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,SUV,Small
FG29932,California,Yes,Extended,College,2011-01-14,Employed,M,Suburban,Single,Special Auto,Special L2,Offer2,Agent,Luxury SUV,Small
ER19995,Washington,No,Basic,College,2011-01-22,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
