,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size
1787,TE,82896,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L,2,2,Branch,Four-Door Car,Medsize
1788,VY,64199,Oregon,No,Basic,Bachelor,Disabled,F,Urban,Married,Corporate Auto,Corporate L,1,1,Branch,Four-Door Car,Medsize
1789,IE,82679,California,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
1790,SL,70257,Nevada,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L,2,1,Branch,Four-Door Car,Small
1791,XJ,85947,Oregon,No,Extended,College,Employed,F,Urban,Divorced,Personal Auto,Personal L,3,4,Web,Four-Door Car,Large
1792,EF,84269,California,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L,2,1,Web,SUV,Medsize
1793,NY,91328,California,No,Extended,Bachelor,Retired,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Agent,SUV,Large
1794,AT,49447,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L,3,2,Call Center,Two-Door Car,Medsize
1795,BM,70908,Arizona,No,Basic,College,Employed,M,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
1796,GM,63998,Oregon,No,Premium,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,3,Call Center,Luxury Car,Medsize
1797,AR,61426,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,4,Branch,Two-Door Car,Medsize
1798,CB,62406,Arizona,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L,3,1,Call Center,SUV,Medsize
1799,WH,82416,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Large
1800,UI,53874,Arizona,No,Basic,Doctor,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
1801,LM,44949,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Special Auto,Special L,2,1,Agent,Four-Door Car,Medsize
1802,JR,59597,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L,3,3,Call Center,Two-Door Car,Small
1803,ZS,22428,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
1804,AZ,34845,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,3,1,Agent,Sports Car,Medsize
1805,FL,67726,Washington,Yes,Basic,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,Personal L,3,1,Branch,SUV,Medsize
1806,QU,20310,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L,3,3,Call Center,Four-Door Car,Small
1807,NQ,42020,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L,3,3,Agent,Luxury SUV,Medsize
1808,ZF,40143,Nevada,No,Premium,College,Employed,F,Suburban,Single,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
1809,GU,65780,California,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Small
1810,KY,32675,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Special Auto,Special L,3,2,Branch,Two-Door Car,Small
1811,ZX,35838,Oregon,No,Premium,Master,Employed,F,Rural,Married,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
1812,LU,42720,Nevada,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L,2,3,Call Center,SUV,Medsize
1813,FB,25242,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L,3,1,Call Center,Four-Door Car,Medsize
1814,RW,51650,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
1815,XX,94684,Nevada,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L,2,1,Agent,Sports Car,Small
1816,AH,99727,Arizona,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
1817,NZ,85858,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Small
1818,JU,19953,California,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L,3,3,Branch,Two-Door Car,Medsize
1819,LC,33025,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L,2,1,Call Center,Luxury Car,Medsize
1820,BV,86143,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,2,4,Call Center,Four-Door Car,Medsize
1821,AY,88788,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L,3,1,Branch,Luxury SUV,Medsize
1822,OJ,33945,Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Personal L,1,3,Agent,Two-Door Car,Medsize
1823,LO,84523,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,2,Web,Luxury Car,Medsize
1824,GJ,43254,Washington,No,Extended,College,Employed,M,Rural,Married,Corporate Auto,Corporate L,2,1,Call Center,Two-Door Car,Medsize
1825,AR,96516,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,1,2,Web,Two-Door Car,Medsize
1826,WH,11924,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,4,Web,Two-Door Car,Large
1827,DL,26809,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Small
1828,MV,69686,Oregon,No,Extended,Doctor,Employed,F,Urban,Married,Corporate Auto,Corporate L,2,1,Agent,Four-Door Car,Large
1829,SC,95565,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,1,4,Branch,Two-Door Car,Medsize
1830,RL,31641,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,3,Web,Two-Door Car,Medsize
1831,OH,83248,California,No,Premium,Master,Employed,M,Urban,Married,Personal Auto,Personal L,3,4,Call Center,Four-Door Car,Medsize
1832,DB,28979,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L,3,3,Agent,Two-Door Car,Medsize
1833,ZS,32263,California,No,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L,1,2,Agent,Four-Door Car,Medsize
1834,IY,59173,Oregon,No,Extended,Master,Employed,F,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,SUV,Medsize
1835,KL,17620,California,No,Basic,College,Disabled,F,Suburban,Single,Corporate Auto,Corporate L,1,4,Web,Four-Door Car,Medsize
1836,CP,28581,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L,3,1,Branch,SUV,Medsize
1837,QR,15592,Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L,1,2,Branch,Four-Door Car,Medsize
1838,DX,98298,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,1,4,Agent,Sports Car,Small
1839,TG,68823,Arizona,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Small
1840,WO,78310,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,1,Branch,Four-Door Car,Large
1841,SC,78905,Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L,2,3,Agent,Four-Door Car,Small
1842,EL,88957,California,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
1843,SS,54050,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Small
1844,ZV,99487,Arizona,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L,1,1,Call Center,Four-Door Car,Medsize
1845,XI,51746,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,3,3,Call Center,SUV,Medsize
1846,KG,85675,Nevada,Yes,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L,3,2,Agent,SUV,Small
1847,KK,64803,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Branch,Four-Door Car,Medsize
1848,OM,80593,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Call Center,SUV,Medsize
1849,RL,59810,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L,3,3,Agent,Four-Door Car,Medsize
1850,QQ,53360,Nevada,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L,2,3,Agent,Two-Door Car,Medsize
1851,WR,76339,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L,3,1,Branch,Two-Door Car,Medsize
1852,BA,40043,California,No,Basic,College,Employed,M,Rural,Single,Corporate Auto,Corporate L,2,2,Branch,Four-Door Car,Medsize
1853,MK,52197,Nevada,No,Basic,Master,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
1854,SV,48204,Oregon,Yes,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
1855,RJ,79502,Arizona,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L,3,3,Call Center,SUV,Small
1856,SM,14243,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
1857,NL,32558,Arizona,Yes,Extended,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L,1,1,Agent,Two-Door Car,Small
1858,CP,92616,Nevada,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L,1,3,Agent,Luxury SUV,Small
1859,BP,28492,Arizona,Yes,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L,3,2,Call Center,Four-Door Car,Medsize
1860,MX,28412,Oregon,No,Basic,College,Medical Leave,F,Suburban,Married,Personal Auto,Personal L,2,4,Web,Four-Door Car,Medsize
1861,DT,99586,California,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
1862,IC,41932,Nevada,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L,3,1,Call Center,SUV,Medsize
1863,DA,35744,Oregon,No,Basic,Doctor,Employed,M,Rural,Single,Corporate Auto,Corporate L,3,4,Agent,Four-Door Car,Small
1864,GU,96042,California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L,3,1,Agent,Two-Door Car,Medsize
1865,UW,98698,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,4,Agent,Four-Door Car,Medsize
1866,SF,32458,California,No,Basic,Doctor,Medical Leave,M,Urban,Married,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
1867,OM,85313,California,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
1868,MH,81246,Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L,2,1,Agent,Four-Door Car,Medsize
1869,OH,99089,California,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
1870,TG,57800,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,1,Call Center,Two-Door Car,Medsize
1871,GX,19342,California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Large
1872,XE,39286,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,2,4,Web,Sports Car,Small
1873,JA,93297,California,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Personal Auto,Personal L,2,1,Branch,Four-Door Car,Medsize
1874,II,37789,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,3,1,Branch,Four-Door Car,Large
1875,IC,32996,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L,3,4,Agent,Two-Door Car,Medsize
1876,LO,67195,Arizona,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L,2,1,Agent,Four-Door Car,Large
1877,PG,93638,Oregon,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L,1,3,Call Center,Two-Door Car,Medsize
1878,OZ,41737,Oregon,No,Basic,Doctor,Unemployed,F,Urban,Married,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Large
1879,OY,66019,Oregon,No,Extended,College,Unemployed,F,Urban,Married,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
1880,CH,73843,Arizona,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L,2,4,Branch,Two-Door Car,Large
1881,XT,93203,California,Yes,Premium,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L,3,1,Agent,Luxury SUV,Medsize
1882,OR,85652,Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,1,4,Agent,Four-Door Car,Medsize
1883,YD,87931,Washington,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
1884,XK,11432,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L,2,1,Branch,Two-Door Car,Small
1885,OX,24868,California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
1886,EZ,74530,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,1,Web,Sports Car,Medsize
1887,HP,46467,Oregon,No,Extended,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L,2,3,Web,SUV,Large
1888,KP,54476,California,No,Extended,Master,Employed,M,Suburban,Single,Personal Auto,Personal L,1,2,Web,Two-Door Car,Medsize
1889,AI,47152,Nevada,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
1890,BU,15334,California,Yes,Basic,Master,Employed,F,Suburban,Single,Corporate Auto,Corporate L,3,2,Branch,SUV,Large
1891,GD,59796,Nevada,No,Premium,College,Employed,F,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Small
1892,OX,59701,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,2,4,Branch,SUV,Medsize
1893,OD,63728,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
1894,JC,38573,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Corporate L,3,1,Agent,Four-Door Car,Medsize
1895,RC,11491,Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L,3,1,Call Center,SUV,Medsize
1896,RZ,24101,Nevada,No,Premium,College,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Call Center,SUV,Medsize
1897,OB,88698,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L,3,4,Branch,Two-Door Car,Medsize
1898,IK,92617,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Small
1899,YH,43996,Arizona,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Small
1900,BJ,65040,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,3,4,Agent,Four-Door Car,Medsize
1901,WY,57101,Arizona,Yes,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
1902,OG,77759,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Small
1903,HN,38084,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L,1,3,Branch,Two-Door Car,Small
1904,GD,11927,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L,3,4,Agent,Four-Door Car,Small
1905,MC,20349,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
1906,HM,22034,Nevada,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
1907,KH,48996,Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L,2,3,Branch,Sports Car,Small
1908,VM,34210,Washington,No,Basic,College,Unemployed,F,Urban,Married,Personal Auto,Personal L,2,1,Web,SUV,Medsize
1909,LS,90887,California,No,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,Special L,2,2,Web,Four-Door Car,Medsize
1910,EN,72010,Oregon,No,Basic,College,Disabled,M,Suburban,Single,Personal Auto,Personal L,2,3,Agent,Two-Door Car,Medsize
1911,KH,44031,Oregon,No,Extended,Master,Unemployed,F,Suburban,Married,Personal Auto,Personal L,1,2,Call Center,Four-Door Car,Medsize
1912,GJ,47896,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L,3,1,Branch,Two-Door Car,Medsize
1913,GD,87742,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Web,Sports Car,Medsize
1914,MD,14027,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,1,Agent,Two-Door Car,Medsize
1915,XA,32915,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,4,Branch,Two-Door Car,Small
1916,XR,52852,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Special Auto,Special L,2,1,Branch,Four-Door Car,Small
1917,EZ,48947,Nevada,No,Basic,College,Employed,M,Rural,Single,Special Auto,Special L,2,1,Agent,SUV,Large
1918,OJ,50322,Nevada,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,SUV,Medsize
1919,XB,77333,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Large
1920,QB,58745,California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L,2,4,Web,Two-Door Car,Large
1921,IG,62421,Nevada,Yes,Extended,Doctor,Employed,M,Rural,Divorced,Personal Auto,Personal L,2,2,Branch,Four-Door Car,Medsize
1922,SF,29724,California,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L,2,4,Branch,Four-Door Car,Medsize
1923,WM,95454,California,Yes,Extended,Bachelor,Retired,F,Suburban,Divorced,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Medsize
1924,CB,96381,California,No,Basic,College,Employed,F,Urban,Divorced,Corporate Auto,Corporate L,3,4,Agent,Four-Door Car,Medsize
1925,MJ,60422,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,Two-Door Car,Small
1926,NC,63295,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L,2,3,Branch,Four-Door Car,Large
1927,JX,76668,Washington,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,1,2,Agent,Sports Car,Small
1928,ZE,76673,Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Personal Auto,Personal L,1,2,Agent,Sports Car,Medsize
1929,XG,19917,Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,2,Branch,Four-Door Car,Medsize
1930,WF,34690,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
1931,ZM,28138,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
1932,FI,14842,Nevada,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L,2,2,Web,SUV,Medsize
1933,KC,32511,Oregon,Yes,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Small
1934,NE,10467,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L,1,4,Call Center,SUV,Medsize
1935,PT,93474,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Web,Four-Door Car,Medsize
1936,RL,74454,Nevada,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
1937,DQ,31994,Nevada,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,2,2,Agent,Four-Door Car,Medsize
1938,DN,98431,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L,3,1,Branch,Four-Door Car,Medsize
1939,EV,53200,Nevada,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,Personal L,2,1,Agent,SUV,Medsize
1940,AJ,89107,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,4,Branch,Four-Door Car,Large
1941,WS,25565,California,Yes,Basic,Master,Disabled,M,Suburban,Divorced,Personal Auto,Personal L,1,1,Call Center,Four-Door Car,Small
1942,ZY,33234,Nevada,No,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L,3,4,Branch,Two-Door Car,Large
1943,QW,17286,Washington,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L,2,4,Web,Four-Door Car,Medsize
