,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
923,Arizona,No,Basic,Bachelor,2011-01-07,Employed,F,Rural,Divorced,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
924,Arizona,No,Basic,College,2011-01-23,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Small
925,California,No,Basic,College,2011-02-03,Employed,F,Suburban,Married,Corporate Auto,3,3,Web,SUV,Medsize
926,Oregon,No,Premium,College,2011-01-17,Employed,F,Suburban,Divorced,Personal Auto,3,2,Agent,Luxury Car,Large
927,Nevada,No,Basic,College,2011-02-18,Medical Leave,M,Suburban,Married,Special Auto,2,3,Call Center,SUV,Small
928,Nevada,No,Basic,High School or Below,2011-02-18,Unemployed,M,Suburban,Single,Personal Auto,3,1,Web,SUV,Small
929,Oregon,No,Basic,High School or Below,2011-01-24,Employed,F,Rural,Married,Personal Auto,3,3,Call Center,Four-Door Car,Medsize
930,California,No,Basic,Bachelor,2011-01-26,Unemployed,F,Urban,Married,Corporate Auto,2,2,Agent,Four-Door Car,Medsize
931,Nevada,Yes,Basic,Master,2011-01-14,Employed,F,Rural,Single,Personal Auto,3,2,Web,Four-Door Car,Medsize
932,Oregon,No,Basic,Bachelor,2011-01-26,Employed,M,Suburban,Married,Special Auto,3,4,Web,Four-Door Car,Medsize
933,Washington,No,Basic,Bachelor,2011-01-07,Employed,F,Urban,Married,Personal Auto,2,4,Branch,Two-Door Car,Medsize
934,Oregon,No,Basic,Bachelor,2011-02-09,Employed,M,Suburban,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Medsize
935,California,No,Basic,High School or Below,2011-01-25,Employed,F,Urban,Married,Personal Auto,3,3,Call Center,Four-Door Car,Medsize
936,Arizona,No,Extended,Bachelor,2011-01-21,Employed,M,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize
937,California,No,Basic,Master,2011-02-21,Unemployed,M,Urban,Married,Personal Auto,2,1,Branch,Two-Door Car,Medsize
938,Oregon,No,Basic,Bachelor,2011-02-14,Unemployed,M,Suburban,Divorced,Corporate Auto,1,3,Branch,Four-Door Car,Small
939,California,No,Basic,High School or Below,2011-01-28,Disabled,F,Suburban,Married,Personal Auto,3,4,Web,Four-Door Car,Medsize
940,Arizona,No,Basic,College,2011-02-05,Employed,M,Urban,Married,Corporate Auto,3,3,Branch,Two-Door Car,Medsize
941,Oregon,No,Basic,Bachelor,2011-02-20,Disabled,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Large
942,Washington,No,Basic,High School or Below,2011-02-27,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Two-Door Car,Medsize
943,Arizona,No,Basic,High School or Below,2011-01-01,Employed,F,Suburban,Married,Personal Auto,2,2,Call Center,SUV,Medsize
944,Arizona,No,Basic,College,2011-01-24,Unemployed,F,Suburban,Single,Special Auto,2,1,Call Center,Luxury Car,Medsize
945,Oregon,No,Extended,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,1,1,Agent,Four-Door Car,Medsize
946,California,No,Premium,High School or Below,2011-02-02,Employed,F,Suburban,Married,Personal Auto,1,1,Branch,Four-Door Car,Medsize
947,Arizona,No,Basic,Bachelor,2011-01-11,Employed,M,Rural,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize
948,Arizona,No,Extended,Master,2011-01-17,Employed,F,Suburban,Married,Personal Auto,2,1,Web,Two-Door Car,Medsize
949,Oregon,No,Extended,High School or Below,2011-01-26,Unemployed,F,Suburban,Single,Personal Auto,2,2,Agent,Four-Door Car,Medsize
950,Oregon,No,Extended,Bachelor,2011-02-17,Unemployed,F,Suburban,Single,Personal Auto,3,3,Agent,Four-Door Car,Medsize
951,Arizona,No,Extended,Doctor,2011-02-13,Employed,F,Rural,Married,Personal Auto,3,4,Branch,Four-Door Car,Medsize
952,California,No,Basic,College,2011-02-20,Employed,F,Suburban,Married,Corporate Auto,1,4,Agent,Four-Door Car,Medsize
953,Oregon,No,Extended,College,2011-01-22,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,SUV,Small
954,California,No,Basic,High School or Below,2011-02-22,Employed,M,Suburban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Small
955,Arizona,No,Extended,College,2011-01-19,Employed,F,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize
956,Nevada,No,Basic,Doctor,2011-02-14,Unemployed,F,Suburban,Married,Personal Auto,3,4,Agent,Four-Door Car,Small
957,Washington,Yes,Basic,Master,2011-01-26,Employed,M,Rural,Single,Corporate Auto,3,1,Agent,Sports Car,Medsize
958,Arizona,No,Basic,Bachelor,2011-01-31,Medical Leave,M,Urban,Single,Personal Auto,1,1,Agent,Two-Door Car,Medsize
959,California,No,Basic,College,2011-02-06,Employed,M,Urban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize
960,California,No,Extended,High School or Below,2011-01-28,Employed,M,Rural,Married,Corporate Auto,2,3,Branch,SUV,Medsize
961,Oregon,Yes,Basic,High School or Below,2011-01-06,Employed,M,Urban,Married,Personal Auto,1,2,Agent,Four-Door Car,Large
962,Oregon,Yes,Extended,Bachelor,2011-02-27,Employed,F,Suburban,Married,Corporate Auto,3,2,Call Center,Two-Door Car,Medsize
963,Oregon,No,Basic,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Personal Auto,3,2,Branch,Four-Door Car,Small
964,California,No,Basic,High School or Below,2011-01-25,Employed,M,Rural,Married,Corporate Auto,2,4,Call Center,Two-Door Car,Large
965,California,No,Basic,Master,2011-02-13,Employed,F,Rural,Divorced,Personal Auto,3,1,Web,Two-Door Car,Medsize
966,Arizona,Yes,Basic,Bachelor,2011-01-02,Retired,M,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Medsize
967,Oregon,No,Basic,College,2011-02-03,Unemployed,F,Suburban,Single,Personal Auto,2,2,Agent,Four-Door Car,Large
968,California,No,Extended,Bachelor,2011-02-28,Employed,M,Rural,Divorced,Corporate Auto,2,4,Branch,Two-Door Car,Medsize
969,Washington,No,Basic,Bachelor,2011-01-30,Employed,F,Rural,Married,Personal Auto,3,3,Web,Four-Door Car,Small
970,Oregon,No,Premium,College,2011-01-11,Employed,F,Suburban,Single,Personal Auto,2,3,Agent,SUV,Medsize
971,Arizona,No,Basic,College,2011-01-17,Unemployed,M,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
972,Nevada,No,Basic,Bachelor,2011-01-04,Employed,M,Suburban,Married,Corporate Auto,3,4,Agent,Two-Door Car,Medsize
973,Nevada,No,Basic,College,2011-02-26,Employed,F,Rural,Married,Corporate Auto,3,4,Call Center,Four-Door Car,Medsize
974,Arizona,No,Basic,High School or Below,2011-01-27,Unemployed,F,Suburban,Married,Corporate Auto,2,2,Branch,Two-Door Car,Medsize
975,Oregon,No,Basic,Bachelor,2011-01-04,Medical Leave,F,Suburban,Married,Personal Auto,2,1,Agent,SUV,Small
976,Arizona,No,Basic,High School or Below,2011-02-11,Employed,F,Rural,Single,Personal Auto,1,2,Agent,SUV,Small
977,Oregon,Yes,Premium,High School or Below,2011-01-26,Unemployed,M,Suburban,Married,Special Auto,1,2,Web,SUV,Medsize
978,California,No,Premium,Bachelor,2011-02-28,Employed,M,Rural,Married,Corporate Auto,1,2,Branch,SUV,Small
979,California,No,Extended,High School or Below,2011-02-07,Medical Leave,F,Urban,Married,Corporate Auto,2,1,Web,Four-Door Car,Medsize
980,Oregon,No,Extended,Doctor,2011-02-25,Unemployed,M,Suburban,Married,Corporate Auto,3,1,Branch,SUV,Medsize
981,Arizona,No,Extended,High School or Below,2011-01-03,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,Sports Car,Medsize
982,California,No,Basic,Bachelor,2011-01-20,Employed,M,Rural,Divorced,Personal Auto,3,2,Web,Four-Door Car,Medsize
983,California,No,Basic,College,2011-02-26,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Small
984,California,Yes,Basic,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize
985,Oregon,Yes,Basic,High School or Below,2011-02-21,Unemployed,M,Suburban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Medsize
986,Arizona,No,Basic,Bachelor,2011-01-28,Unemployed,M,Suburban,Single,Personal Auto,1,2,Call Center,SUV,Medsize
987,Oregon,No,Extended,College,2011-01-26,Medical Leave,F,Rural,Married,Special Auto,1,3,Web,Four-Door Car,Medsize
988,Washington,No,Basic,High School or Below,2011-01-04,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Two-Door Car,Medsize
989,Nevada,No,Basic,College,2011-01-05,Employed,F,Urban,Married,Corporate Auto,3,2,Call Center,SUV,Small
990,Arizona,No,Basic,Master,2011-02-05,Medical Leave,F,Urban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large
991,Oregon,No,Premium,High School or Below,2011-01-19,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize
992,Arizona,No,Basic,Bachelor,2011-02-15,Employed,M,Suburban,Divorced,Personal Auto,2,1,Call Center,Sports Car,Small
993,Arizona,No,Basic,Doctor,2011-02-01,Employed,M,Suburban,Married,Personal Auto,2,3,Call Center,Two-Door Car,Small
994,California,No,Basic,Bachelor,2011-02-09,Employed,F,Urban,Married,Personal Auto,2,1,Web,SUV,Small
995,Oregon,Yes,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Medsize
996,Oregon,Yes,Basic,Master,2011-01-17,Employed,F,Suburban,Single,Personal Auto,2,2,Branch,SUV,Large
997,Arizona,No,Basic,College,2011-02-23,Employed,F,Rural,Single,Corporate Auto,1,1,Call Center,Two-Door Car,Medsize
998,Oregon,No,Basic,Bachelor,2011-02-07,Unemployed,M,Suburban,Single,Personal Auto,1,1,Agent,Two-Door Car,Medsize
999,California,No,Basic,Doctor,2011-02-26,Employed,M,Suburban,Single,Corporate Auto,3,2,Agent,SUV,Medsize
1000,Oregon,Yes,Basic,Bachelor,2011-01-19,Employed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize
1001,California,No,Premium,High School or Below,2011-01-15,Employed,F,Rural,Divorced,Personal Auto,2,3,Branch,Four-Door Car,Medsize
1002,Oregon,No,Extended,College,2011-01-29,Employed,M,Suburban,Married,Personal Auto,1,4,Call Center,SUV,Medsize
1003,Nevada,No,Basic,Bachelor,2011-01-07,Employed,M,Suburban,Married,Personal Auto,3,3,Web,Four-Door Car,Medsize
1004,Arizona,No,Extended,High School or Below,2011-01-30,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Small
1005,California,No,Extended,Bachelor,2011-02-25,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Small
1006,Nevada,No,Extended,High School or Below,2011-01-21,Employed,M,Urban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Medsize
1007,Arizona,No,Basic,College,2011-02-15,Employed,M,Suburban,Single,Personal Auto,2,4,Call Center,Four-Door Car,Medsize
1008,Nevada,No,Premium,College,2011-01-23,Employed,F,Suburban,Single,Special Auto,1,1,Branch,Sports Car,Medsize
1009,Oregon,No,Basic,Bachelor,2011-02-28,Employed,M,Suburban,Divorced,Corporate Auto,2,3,Branch,SUV,Small
1010,California,Yes,Extended,College,2011-01-28,Employed,F,Rural,Married,Corporate Auto,2,2,Call Center,Two-Door Car,Small
1011,Oregon,No,Premium,Doctor,2011-01-15,Employed,F,Rural,Married,Personal Auto,3,4,Agent,Luxury SUV,Medsize
1012,Arizona,No,Basic,High School or Below,2011-01-11,Unemployed,M,Suburban,Married,Personal Auto,1,3,Call Center,Four-Door Car,Large
1013,California,No,Extended,Bachelor,2011-01-08,Disabled,F,Suburban,Single,Special Auto,3,1,Agent,Four-Door Car,Medsize
1014,Oregon,No,Extended,Bachelor,2011-02-09,Employed,F,Urban,Married,Personal Auto,1,1,Branch,Four-Door Car,Medsize
1015,Oregon,Yes,Extended,College,2011-02-26,Employed,F,Rural,Married,Personal Auto,1,2,Call Center,Two-Door Car,Large
1016,California,No,Basic,Bachelor,2011-02-19,Retired,M,Suburban,Single,Personal Auto,1,1,Agent,SUV,Medsize
1017,California,No,Basic,College,2011-01-03,Employed,M,Rural,Married,Personal Auto,3,2,Branch,Two-Door Car,Small
1018,California,No,Extended,High School or Below,2011-01-27,Employed,M,Suburban,Single,Corporate Auto,3,2,Agent,Two-Door Car,Small
1019,California,No,Extended,Bachelor,2011-02-02,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize
1020,Oregon,No,Premium,College,2011-01-25,Disabled,M,Suburban,Married,Corporate Auto,2,1,Branch,Two-Door Car,Small
1021,California,No,Basic,High School or Below,2011-02-12,Unemployed,M,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Small
1022,California,No,Extended,College,2011-01-07,Employed,M,Suburban,Married,Personal Auto,2,3,Web,Two-Door Car,Medsize
1023,California,No,Basic,High School or Below,2011-01-22,Unemployed,F,Suburban,Married,Corporate Auto,3,4,Web,Four-Door Car,Small
1024,Arizona,No,Premium,Bachelor,2011-01-12,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,SUV,Medsize
1025,Oregon,No,Basic,Bachelor,2011-01-15,Employed,M,Suburban,Divorced,Corporate Auto,3,2,Agent,Four-Door Car,Medsize
1026,Nevada,No,Premium,Bachelor,2011-01-30,Unemployed,F,Suburban,Married,Special Auto,2,3,Agent,Four-Door Car,Large
1027,Oregon,No,Basic,College,2011-01-19,Employed,F,Suburban,Single,Corporate Auto,1,1,Agent,Four-Door Car,Medsize
1028,Washington,No,Basic,High School or Below,2011-01-18,Medical Leave,F,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize
1029,California,No,Basic,High School or Below,2011-02-19,Employed,F,Rural,Married,Personal Auto,3,4,Agent,Four-Door Car,Medsize
1030,Oregon,No,Extended,High School or Below,2011-01-10,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
1031,California,Yes,Basic,Bachelor,2011-01-02,Retired,M,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Medsize
1032,Oregon,No,Extended,College,2011-02-25,Disabled,F,Suburban,Married,Corporate Auto,3,3,Branch,SUV,Medsize
1033,Oregon,No,Basic,College,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Medsize
1034,Oregon,No,Basic,Bachelor,2011-01-29,Employed,F,Suburban,Married,Personal Auto,1,2,Call Center,SUV,Medsize
1035,Washington,No,Extended,College,2011-02-19,Medical Leave,M,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Small
1036,California,No,Basic,Bachelor,2011-02-10,Employed,F,Rural,Divorced,Personal Auto,3,1,Agent,SUV,Medsize
1037,Nevada,No,Basic,High School or Below,2011-01-09,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize
1038,California,No,Extended,Bachelor,2011-02-07,Unemployed,F,Urban,Divorced,Personal Auto,1,1,Web,Four-Door Car,Medsize
1039,California,No,Extended,High School or Below,2011-02-09,Employed,F,Suburban,Divorced,Corporate Auto,1,1,Agent,Four-Door Car,Medsize
1040,Oregon,No,Basic,Bachelor,2011-01-09,Unemployed,M,Suburban,Single,Personal Auto,1,3,Agent,Four-Door Car,Medsize
1041,Washington,No,Basic,Bachelor,2011-01-13,Employed,F,Urban,Married,Personal Auto,3,3,Call Center,Sports Car,Small
1042,Arizona,No,Premium,High School or Below,2011-02-04,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
1043,Arizona,No,Basic,High School or Below,2011-02-21,Employed,F,Suburban,Single,Personal Auto,3,2,Branch,Four-Door Car,Medsize
1044,Arizona,No,Basic,College,2011-01-09,Unemployed,M,Suburban,Single,Personal Auto,2,2,Branch,Four-Door Car,Medsize
1045,Oregon,No,Basic,Bachelor,2011-01-11,Employed,F,Rural,Married,Corporate Auto,3,2,Call Center,SUV,Medsize
1046,Oregon,No,Premium,College,2011-02-03,Unemployed,F,Suburban,Single,Personal Auto,3,1,Call Center,SUV,Medsize
1047,Oregon,No,Basic,High School or Below,2011-02-17,Employed,F,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Medsize
1048,Arizona,No,Basic,College,2011-02-26,Unemployed,F,Rural,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
1049,California,No,Basic,High School or Below,2011-02-07,Employed,F,Urban,Married,Personal Auto,3,4,Call Center,Two-Door Car,Large
1050,Arizona,No,Basic,High School or Below,2011-01-20,Employed,M,Rural,Married,Corporate Auto,3,2,Agent,Four-Door Car,Medsize
1051,Oregon,No,Basic,Bachelor,2011-02-21,Employed,F,Rural,Married,Personal Auto,2,1,Web,SUV,Small
1052,Oregon,No,Basic,High School or Below,2011-01-27,Employed,M,Suburban,Divorced,Corporate Auto,2,4,Call Center,SUV,Large
1053,Nevada,Yes,Basic,Bachelor,2011-01-29,Retired,F,Suburban,Single,Personal Auto,1,1,Branch,Four-Door Car,Medsize
1054,Washington,No,Basic,College,2011-02-05,Employed,F,Rural,Married,Corporate Auto,3,3,Branch,SUV,Medsize
1055,Oregon,No,Basic,High School or Below,2011-02-01,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
1056,Oregon,Yes,Basic,Bachelor,2011-01-21,Employed,F,Rural,Single,Corporate Auto,3,2,Web,Four-Door Car,Medsize
1057,California,No,Basic,College,2011-02-22,Employed,M,Suburban,Married,Personal Auto,1,1,Branch,Two-Door Car,Medsize
1058,Oregon,No,Basic,High School or Below,2011-01-04,Unemployed,M,Suburban,Single,Personal Auto,1,4,Call Center,Luxury SUV,Medsize
1059,Oregon,No,Basic,College,2011-02-12,Employed,M,Suburban,Married,Corporate Auto,2,1,Call Center,SUV,Medsize
1060,Oregon,No,Premium,College,2011-01-11,Employed,M,Urban,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize
1061,California,No,Extended,Bachelor,2011-01-13,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize
1062,Arizona,No,Premium,High School or Below,2011-01-19,Disabled,F,Urban,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize
1063,California,No,Basic,College,2011-02-08,Employed,M,Urban,Single,Personal Auto,2,3,Agent,Four-Door Car,Small
1064,Washington,No,Premium,Bachelor,2011-01-13,Employed,M,Suburban,Married,Personal Auto,3,4,Agent,Two-Door Car,Medsize
1065,California,No,Basic,Bachelor,2011-02-13,Employed,M,Rural,Divorced,Personal Auto,1,1,Branch,Four-Door Car,Small
1066,Oregon,No,Extended,Master,2011-02-10,Employed,M,Urban,Married,Personal Auto,3,3,Web,Four-Door Car,Medsize
1067,California,No,Basic,High School or Below,2011-01-21,Employed,F,Rural,Married,Personal Auto,3,1,Agent,SUV,Small
1068,Arizona,No,Extended,Bachelor,2011-02-03,Disabled,F,Suburban,Single,Personal Auto,2,3,Web,Four-Door Car,Medsize
1069,California,Yes,Basic,Master,2011-01-16,Employed,F,Suburban,Divorced,Special Auto,1,2,Branch,SUV,Medsize
1070,California,No,Premium,College,2011-01-15,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,Two-Door Car,Medsize
1071,Oregon,Yes,Extended,College,2011-02-13,Employed,F,Suburban,Married,Personal Auto,2,1,Branch,Luxury Car,Small
1072,Arizona,Yes,Extended,College,2011-01-28,Employed,F,Suburban,Married,Corporate Auto,2,2,Agent,Two-Door Car,Small
1073,Arizona,No,Extended,Bachelor,2011-02-02,Employed,M,Suburban,Married,Personal Auto,3,2,Web,Two-Door Car,Medsize
1074,California,No,Premium,Master,2011-02-10,Employed,F,Urban,Married,Personal Auto,3,4,Call Center,Sports Car,Medsize
1075,Oregon,No,Basic,College,2011-01-02,Unemployed,M,Suburban,Married,Corporate Auto,1,2,Branch,Four-Door Car,Small
1076,Oregon,No,Basic,Doctor,2011-02-17,Employed,F,Rural,Single,Corporate Auto,2,1,Branch,Two-Door Car,Medsize
1077,Nevada,No,Basic,College,2011-01-23,Employed,M,Rural,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize
1078,California,No,Basic,Bachelor,2011-01-19,Employed,F,Urban,Divorced,Personal Auto,2,2,Branch,Luxury SUV,Medsize
1079,Oregon,No,Basic,College,2011-01-24,Employed,F,Urban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Medsize
1080,Washington,No,Basic,High School or Below,2011-02-22,Unemployed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize
1081,Oregon,No,Basic,High School or Below,2011-01-17,Employed,M,Suburban,Married,Corporate Auto,2,2,Call Center,Four-Door Car,Medsize
1082,California,Yes,Basic,College,2011-02-05,Medical Leave,M,Suburban,Married,Corporate Auto,2,1,Branch,Four-Door Car,Medsize
1083,Arizona,No,Basic,Bachelor,2011-01-17,Employed,F,Urban,Married,Special Auto,2,2,Call Center,Four-Door Car,Medsize
1084,Washington,No,Basic,High School or Below,2011-02-21,Employed,M,Rural,Married,Personal Auto,3,2,Agent,SUV,Medsize
1085,Arizona,No,Basic,High School or Below,2011-01-27,Employed,F,Suburban,Divorced,Personal Auto,3,2,Call Center,Four-Door Car,Small
1086,Washington,No,Premium,Bachelor,2011-02-07,Employed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Small
1087,Nevada,Yes,Basic,Master,2011-01-13,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Small
1088,Washington,No,Extended,Bachelor,2011-01-25,Employed,M,Rural,Married,Personal Auto,3,4,Agent,Two-Door Car,Medsize
1089,Oregon,No,Basic,Bachelor,2011-02-26,Employed,F,Urban,Married,Special Auto,2,3,Branch,SUV,Medsize
1090,California,No,Extended,Bachelor,2011-02-16,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Small
1091,Oregon,No,Basic,High School or Below,2011-02-07,Employed,F,Rural,Single,Personal Auto,3,2,Web,Two-Door Car,Medsize
