,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,sales_channel,vehicle_class,vehicle_size
2297,Oregon,0,1,2,Unemployed,0,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,1
2298,Oregon,0,1,1,Employed,1,Rural,Single,Personal Auto,2,Call Center,SUV,2
2299,Oregon,0,1,2,Employed,0,Rural,Married,Special Auto,3,Web,Four-Door Car,2
2300,Arizona,1,3,1,Employed,0,Suburban,Married,Personal Auto,3,Call Center,Two-Door Car,1
2301,California,0,1,2,Employed,0,Suburban,Married,Corporate Auto,3,Call Center,SUV,2
2302,Arizona,0,3,2,Employed,0,Urban,Divorced,Personal Auto,3,Branch,Two-Door Car,3
2303,California,0,1,2,Employed,0,Urban,Married,Personal Auto,2,Agent,SUV,1
2304,California,0,1,2,Employed,0,Suburban,Divorced,Corporate Auto,2,Agent,SUV,1
2305,California,0,2,1,Unemployed,1,Rural,Married,Personal Auto,2,Agent,Four-Door Car,2
2306,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,2
2307,Oregon,0,2,1,Employed,1,Rural,Married,Personal Auto,1,Web,Two-Door Car,2
2308,Washington,0,2,3,Employed,0,Rural,Married,Personal Auto,3,Call Center,SUV,2
2309,Nevada,0,2,2,Unemployed,0,Urban,Married,Personal Auto,3,Branch,SUV,1
2310,California,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,3,Web,Luxury Car,1
2311,Oregon,0,2,3,Unemployed,1,Suburban,Married,Personal Auto,3,Branch,SUV,2
2312,Arizona,1,2,3,Employed,1,Urban,Married,Personal Auto,3,Agent,Four-Door Car,2
2313,California,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
2314,California,0,1,2,Employed,0,Suburban,Single,Personal Auto,3,Agent,Luxury Car,1
2315,Nevada,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,1
2316,Oregon,1,3,2,Employed,1,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,2
2317,Arizona,0,1,4,Unemployed,1,Suburban,Married,Personal Auto,3,Web,SUV,2
2318,California,0,2,2,Unemployed,1,Suburban,Single,Personal Auto,3,Web,SUV,2
2319,California,0,1,3,Medical Leave,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
2320,Arizona,0,1,3,Retired,1,Suburban,Divorced,Personal Auto,3,Web,Four-Door Car,3
2321,Oregon,0,2,1,Employed,0,Rural,Divorced,Personal Auto,3,Agent,Four-Door Car,2
2322,Arizona,0,1,2,Unemployed,1,Suburban,Single,Corporate Auto,3,Agent,Four-Door Car,2
2323,Arizona,0,1,1,Unemployed,0,Rural,Married,Personal Auto,1,Branch,Four-Door Car,2
2324,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,1
2325,California,0,1,3,Employed,0,Urban,Married,Personal Auto,3,Call Center,Four-Door Car,2
2326,Washington,0,1,2,Employed,0,Suburban,Married,Corporate Auto,2,Agent,Four-Door Car,2
2327,California,0,2,1,Employed,1,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,2
2328,California,1,1,2,Unemployed,1,Suburban,Married,Personal Auto,1,Agent,SUV,3
2329,Oregon,0,1,2,Employed,1,Suburban,Married,Corporate Auto,3,Branch,Four-Door Car,2
2330,California,0,3,1,Unemployed,1,Suburban,Single,Corporate Auto,3,Agent,Two-Door Car,1
2331,Oregon,0,2,2,Unemployed,1,Suburban,Single,Personal Auto,1,Call Center,SUV,2
2332,Oregon,0,1,2,Unemployed,1,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,2
2333,Arizona,0,1,2,Unemployed,1,Suburban,Single,Special Auto,2,Agent,Four-Door Car,2
2334,Nevada,0,1,1,Employed,1,Rural,Single,Corporate Auto,1,Agent,Four-Door Car,2
2335,Arizona,0,2,2,Employed,0,Rural,Divorced,Personal Auto,2,Call Center,SUV,2
2336,California,0,2,4,Medical Leave,1,Suburban,Divorced,Personal Auto,1,Agent,Luxury SUV,2
2337,Arizona,0,1,1,Employed,1,Rural,Married,Personal Auto,2,Agent,SUV,2
2338,California,0,3,2,Employed,1,Suburban,Married,Corporate Auto,1,Branch,Sports Car,2
2339,California,0,1,2,Employed,1,Urban,Married,Personal Auto,2,Branch,Four-Door Car,2
2340,Oregon,0,1,1,Unemployed,1,Suburban,Married,Personal Auto,3,Web,Two-Door Car,2
2341,Oregon,0,2,2,Unemployed,0,Suburban,Single,Corporate Auto,3,Branch,Four-Door Car,1
2342,Oregon,0,2,2,Employed,1,Urban,Single,Personal Auto,2,Agent,SUV,2
2343,Nevada,0,2,1,Unemployed,1,Suburban,Single,Special Auto,3,Agent,Four-Door Car,1
2344,Oregon,0,2,2,Unemployed,1,Suburban,Married,Special Auto,2,Agent,Two-Door Car,2
2345,Arizona,0,2,2,Employed,1,Rural,Single,Personal Auto,3,Web,Four-Door Car,3
2346,Oregon,0,1,2,Medical Leave,1,Suburban,Single,Corporate Auto,3,Branch,Four-Door Car,2
2347,Washington,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,3,Web,SUV,1
2348,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,2
2349,Nevada,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Call Center,SUV,3
2350,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Call Center,Luxury Car,3
2351,California,0,1,2,Employed,0,Urban,Married,Personal Auto,3,Call Center,Four-Door Car,1
2352,Arizona,0,1,1,Unemployed,1,Suburban,Married,Corporate Auto,2,Branch,SUV,2
2353,California,0,1,2,Disabled,0,Suburban,Single,Personal Auto,1,Agent,Sports Car,2
2354,Arizona,0,1,2,Employed,0,Rural,Married,Personal Auto,3,Branch,Four-Door Car,1
2355,California,0,1,1,Employed,0,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,2
2356,California,0,1,2,Employed,1,Rural,Married,Personal Auto,2,Call Center,SUV,2
2357,Oregon,1,2,2,Retired,0,Suburban,Divorced,Personal Auto,3,Call Center,Four-Door Car,2
2358,Oregon,1,1,1,Employed,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,1
2359,Washington,1,3,2,Employed,0,Suburban,Single,Personal Auto,2,Branch,Two-Door Car,2
2360,Oregon,0,2,2,Employed,0,Urban,Married,Personal Auto,2,Branch,SUV,2
2361,California,0,1,1,Employed,1,Rural,Married,Personal Auto,2,Agent,Four-Door Car,2
2362,California,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,1
2363,California,1,1,2,Employed,1,Rural,Married,Corporate Auto,2,Branch,Four-Door Car,2
2364,Washington,0,3,2,Employed,0,Rural,Married,Personal Auto,1,Agent,SUV,2
2365,Oregon,0,1,2,Employed,1,Urban,Married,Personal Auto,1,Agent,Four-Door Car,2
2366,Nevada,0,2,2,Employed,1,Suburban,Married,Corporate Auto,3,Agent,Four-Door Car,2
2367,Oregon,0,1,1,Unemployed,0,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,2
2368,Arizona,1,2,2,Retired,0,Suburban,Divorced,Personal Auto,3,Call Center,Four-Door Car,2
2369,Nevada,0,1,2,Employed,0,Rural,Divorced,Personal Auto,2,Branch,Four-Door Car,1
2370,Oregon,0,2,2,Employed,0,Rural,Married,Personal Auto,3,Branch,Four-Door Car,2
2371,Nevada,0,1,1,Disabled,0,Suburban,Married,Personal Auto,1,Branch,SUV,3
2372,Oregon,0,2,2,Medical Leave,1,Suburban,Single,Personal Auto,3,Call Center,Two-Door Car,2
2373,Arizona,1,3,3,Disabled,0,Suburban,Divorced,Personal Auto,3,Web,SUV,2
2374,Nevada,0,2,1,Employed,1,Urban,Married,Personal Auto,1,Agent,Four-Door Car,2
2375,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,1
2376,Arizona,0,1,1,Disabled,1,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,3
2377,Oregon,0,2,2,Employed,0,Rural,Married,Personal Auto,3,Web,Four-Door Car,1
2378,Oregon,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,2
2379,California,0,2,2,Employed,1,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,1
2380,Oregon,0,2,2,Unemployed,1,Urban,Single,Personal Auto,3,Branch,Four-Door Car,2
2381,Arizona,1,2,1,Unemployed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,3
2382,Arizona,0,1,1,Employed,0,Suburban,Married,Personal Auto,1,Web,Two-Door Car,2
2383,Arizona,0,1,3,Employed,0,Urban,Divorced,Personal Auto,3,Web,SUV,2
2384,Oregon,0,2,1,Employed,0,Suburban,Single,Personal Auto,2,Branch,Two-Door Car,2
2385,Arizona,1,1,1,Retired,1,Suburban,Married,Personal Auto,1,Web,Sports Car,2
2386,Oregon,0,1,2,Employed,0,Urban,Married,Personal Auto,3,Call Center,SUV,2
2387,California,0,1,2,Employed,0,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,2
2388,California,0,1,2,Employed,0,Suburban,Single,Personal Auto,3,Agent,Two-Door Car,1
2389,Arizona,0,1,1,Employed,0,Suburban,Married,Personal Auto,3,Call Center,Two-Door Car,1
2390,Arizona,0,1,2,Employed,1,Rural,Married,Corporate Auto,3,Branch,Four-Door Car,2
2391,California,0,3,2,Employed,1,Urban,Married,Personal Auto,2,Agent,Four-Door Car,2
2392,Washington,1,1,1,Employed,1,Rural,Married,Personal Auto,3,Agent,Two-Door Car,2
2393,Arizona,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,1
2394,California,0,1,1,Employed,1,Suburban,Divorced,Personal Auto,2,Agent,Four-Door Car,2
2395,Nevada,0,1,1,Employed,0,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,1
2396,Arizona,0,1,2,Unemployed,0,Suburban,Married,Special Auto,3,Branch,SUV,2
2397,Oregon,0,1,1,Employed,1,Rural,Divorced,Personal Auto,2,Branch,Two-Door Car,2
2398,California,0,1,2,Employed,1,Urban,Married,Personal Auto,3,Agent,SUV,2
2399,California,0,1,2,Employed,1,Suburban,Married,Special Auto,2,Call Center,Four-Door Car,1
2400,Nevada,0,1,1,Unemployed,0,Suburban,Married,Personal Auto,2,Web,Sports Car,2
2401,Oregon,0,1,1,Disabled,0,Urban,Married,Personal Auto,1,Agent,Four-Door Car,2
2402,Nevada,0,2,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,3
2403,Arizona,0,1,2,Employed,0,Rural,Single,Personal Auto,3,Agent,SUV,3
2404,Washington,0,1,3,Employed,1,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,1
2405,Oregon,0,3,3,Employed,0,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,2
2406,Arizona,0,2,3,Employed,1,Rural,Married,Personal Auto,2,Agent,Four-Door Car,3
2407,California,0,1,2,Employed,1,Urban,Married,Personal Auto,2,Branch,Two-Door Car,1
2408,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Web,SUV,2
2409,Oregon,0,2,3,Disabled,1,Suburban,Divorced,Personal Auto,3,Web,Two-Door Car,2
2410,California,0,1,1,Employed,0,Suburban,Married,Personal Auto,3,Web,Four-Door Car,2
2411,California,0,1,1,Employed,1,Suburban,Married,Personal Auto,3,Agent,Sports Car,3
2412,Arizona,0,1,2,Disabled,1,Suburban,Married,Personal Auto,1,Call Center,Four-Door Car,2
2413,Oregon,0,1,1,Employed,1,Rural,Married,Personal Auto,1,Call Center,Four-Door Car,2
2414,California,0,2,1,Unemployed,1,Suburban,Married,Corporate Auto,3,Agent,Four-Door Car,1
2415,Washington,1,1,2,Unemployed,0,Suburban,Married,Corporate Auto,3,Call Center,Four-Door Car,2
2416,Arizona,0,3,1,Unemployed,1,Suburban,Divorced,Corporate Auto,2,Agent,Four-Door Car,1
2417,Oregon,0,1,1,Employed,1,Rural,Divorced,Personal Auto,2,Branch,Four-Door Car,2
2418,California,0,1,2,Employed,1,Rural,Married,Personal Auto,2,Agent,Four-Door Car,1
2419,Arizona,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,1
2420,Arizona,0,1,2,Unemployed,1,Urban,Married,Personal Auto,2,Agent,Two-Door Car,2
2421,Arizona,0,1,1,Employed,0,Rural,Married,Personal Auto,1,Agent,Four-Door Car,2
2422,Oregon,0,3,2,Unemployed,0,Rural,Married,Personal Auto,3,Branch,Four-Door Car,2
2423,California,0,2,1,Employed,0,Rural,Married,Corporate Auto,3,Web,Sports Car,2
2424,Arizona,0,2,1,Employed,1,Suburban,Married,Personal Auto,3,Branch,Luxury Car,2
2425,California,0,1,2,Employed,0,Urban,Married,Special Auto,1,Agent,Four-Door Car,2
2426,Arizona,0,1,1,Unemployed,1,Suburban,Single,Corporate Auto,1,Agent,Four-Door Car,1
2427,California,0,1,3,Disabled,0,Suburban,Divorced,Corporate Auto,1,Call Center,Four-Door Car,1
2428,Nevada,0,2,1,Employed,0,Suburban,Married,Corporate Auto,3,Web,Four-Door Car,2
2429,Oregon,1,2,2,Medical Leave,0,Suburban,Married,Personal Auto,1,Agent,SUV,1
2430,Arizona,0,1,2,Disabled,1,Suburban,Married,Corporate Auto,3,Agent,Two-Door Car,3
2431,Nevada,0,2,2,Employed,1,Suburban,Married,Corporate Auto,3,Branch,Sports Car,2
2432,Oregon,0,3,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
2433,Oregon,0,1,1,Employed,0,Urban,Divorced,Personal Auto,2,Call Center,Two-Door Car,2
2434,California,0,1,1,Employed,0,Rural,Divorced,Personal Auto,1,Branch,Four-Door Car,2
2435,Oregon,0,1,1,Unemployed,1,Suburban,Single,Corporate Auto,1,Agent,Four-Door Car,2
2436,California,0,1,2,Employed,0,Urban,Married,Personal Auto,2,Web,Two-Door Car,2
2437,California,1,2,4,Employed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
2438,Washington,0,1,3,Employed,1,Rural,Single,Personal Auto,3,Agent,Four-Door Car,3
2439,Washington,0,2,1,Employed,0,Rural,Married,Special Auto,2,Branch,Two-Door Car,2
2440,Nevada,0,1,2,Disabled,1,Suburban,Married,Personal Auto,1,Branch,Two-Door Car,2
2441,Oregon,0,3,1,Unemployed,0,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,2
2442,Arizona,0,1,2,Unemployed,0,Urban,Married,Personal Auto,2,Agent,Four-Door Car,2
2443,Arizona,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,1
2444,California,1,1,2,Employed,1,Suburban,Divorced,Personal Auto,2,Branch,Two-Door Car,2
2445,Oregon,0,1,2,Employed,1,Urban,Divorced,Personal Auto,3,Branch,Two-Door Car,2
2446,Oregon,0,2,2,Employed,1,Rural,Married,Special Auto,3,Branch,Four-Door Car,3
2447,Oregon,0,1,2,Employed,0,Rural,Married,Corporate Auto,3,Branch,Four-Door Car,1
2448,California,0,2,2,Employed,0,Suburban,Married,Personal Auto,2,Call Center,SUV,2
2449,Arizona,1,2,2,Employed,0,Suburban,Single,Personal Auto,1,Agent,SUV,2
2450,California,0,1,2,Employed,1,Urban,Married,Personal Auto,3,Agent,Two-Door Car,2
2451,Washington,0,1,2,Employed,0,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,1
2452,Arizona,0,1,1,Employed,0,Urban,Married,Personal Auto,1,Web,Luxury Car,2
2453,Arizona,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Luxury SUV,2
2454,Arizona,0,2,2,Employed,0,Suburban,Married,Special Auto,1,Agent,Four-Door Car,1
2455,California,0,2,2,Employed,0,Rural,Married,Corporate Auto,3,Agent,Four-Door Car,2
2456,California,0,1,1,Employed,0,Rural,Single,Corporate Auto,3,Web,SUV,2
2457,Oregon,0,3,1,Unemployed,1,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,1
2458,California,0,2,2,Unemployed,1,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,2
2459,Oregon,1,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,SUV,2
2460,Arizona,0,1,2,Employed,0,Rural,Married,Personal Auto,3,Branch,SUV,3
2461,California,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,1,Agent,Two-Door Car,2
2462,Oregon,0,2,2,Employed,1,Suburban,Married,Personal Auto,3,Branch,Luxury SUV,2
2463,Oregon,0,1,2,Employed,1,Rural,Divorced,Personal Auto,3,Branch,SUV,1
2464,California,0,2,4,Employed,1,Rural,Married,Corporate Auto,2,Branch,Four-Door Car,2
2465,Oregon,0,2,2,Retired,0,Suburban,Divorced,Corporate Auto,3,Branch,Four-Door Car,1
2466,Arizona,0,1,1,Employed,0,Urban,Divorced,Personal Auto,2,Agent,Four-Door Car,2
2467,Arizona,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,1
2468,California,0,1,2,Unemployed,1,Suburban,Married,Corporate Auto,3,Agent,Four-Door Car,2
2469,Washington,1,2,2,Employed,1,Suburban,Single,Special Auto,3,Branch,Four-Door Car,2
2470,California,1,1,1,Employed,1,Urban,Married,Personal Auto,2,Agent,Four-Door Car,3
2471,California,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,Sports Car,2
2472,Arizona,0,1,2,Employed,0,Suburban,Divorced,Personal Auto,3,Call Center,SUV,2
2473,Oregon,0,1,2,Employed,0,Suburban,Divorced,Personal Auto,2,Branch,SUV,2
2474,Oregon,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,3
2475,Nevada,0,2,2,Employed,0,Urban,Married,Corporate Auto,3,Branch,Four-Door Car,2
2476,Oregon,0,1,4,Employed,1,Rural,Divorced,Personal Auto,1,Branch,SUV,2
2477,California,1,2,2,Employed,1,Urban,Divorced,Personal Auto,2,Call Center,Four-Door Car,2
2478,Nevada,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,1,Agent,Two-Door Car,2
2479,California,0,1,2,Employed,0,Urban,Divorced,Personal Auto,2,Agent,Two-Door Car,2
2480,Arizona,0,3,1,Unemployed,1,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,2
2481,Arizona,0,2,2,Employed,1,Urban,Divorced,Personal Auto,2,Call Center,Luxury Car,1
2482,Oregon,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Call Center,Two-Door Car,1
2483,Arizona,0,2,1,Employed,1,Suburban,Divorced,Corporate Auto,3,Call Center,Four-Door Car,3
2484,Arizona,0,1,2,Employed,1,Urban,Married,Corporate Auto,2,Branch,Sports Car,1
2485,Arizona,1,2,2,Retired,1,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,2
2486,Arizona,1,1,2,Retired,0,Suburban,Married,Personal Auto,2,Branch,Two-Door Car,3
2487,Arizona,0,1,2,Unemployed,1,Suburban,Single,Corporate Auto,1,Call Center,Four-Door Car,1
2488,Nevada,1,1,2,Employed,0,Suburban,Divorced,Personal Auto,2,Web,SUV,2
2489,Nevada,0,1,2,Unemployed,1,Rural,Married,Personal Auto,2,Branch,Sports Car,1
2490,Arizona,0,3,2,Employed,0,Suburban,Married,Personal Auto,1,Call Center,Two-Door Car,1
2491,Washington,0,2,2,Employed,1,Suburban,Married,Corporate Auto,2,Call Center,Four-Door Car,2
2492,California,0,1,2,Unemployed,0,Rural,Married,Corporate Auto,2,Branch,Four-Door Car,2
2493,Washington,0,1,2,Employed,0,Urban,Married,Personal Auto,3,Branch,Four-Door Car,2
2494,California,0,1,2,Unemployed,1,Rural,Married,Personal Auto,1,Web,SUV,1
2495,California,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,2
2496,Oregon,0,1,2,Employed,1,Suburban,Divorced,Corporate Auto,1,Call Center,Luxury Car,1
2497,Oregon,0,2,4,Employed,1,Urban,Married,Personal Auto,3,Web,Four-Door Car,2
2498,Arizona,0,1,1,Employed,0,Urban,Married,Corporate Auto,1,Branch,Four-Door Car,2
2499,Oregon,0,2,2,Unemployed,1,Suburban,Single,Personal Auto,2,Web,SUV,2
2500,Oregon,0,1,3,Employed,1,Urban,Married,Personal Auto,3,Web,Four-Door Car,2
2501,Oregon,0,2,1,Employed,1,Suburban,Married,Corporate Auto,2,Web,Four-Door Car,1
2502,Arizona,0,1,2,Disabled,0,Suburban,Married,Personal Auto,3,Call Center,Sports Car,2
2503,Arizona,0,2,4,Employed,0,Suburban,Married,Personal Auto,1,Call Center,Sports Car,2
2504,Oregon,0,3,2,Employed,0,Suburban,Divorced,Personal Auto,3,Branch,Luxury Car,2
2505,California,0,1,2,Medical Leave,0,Rural,Married,Personal Auto,1,Call Center,Sports Car,2
2506,California,0,2,2,Employed,0,Rural,Married,Personal Auto,3,Agent,SUV,2
2507,California,0,3,2,Employed,0,Rural,Divorced,Personal Auto,3,Web,Two-Door Car,2
2508,Oregon,0,2,2,Medical Leave,1,Suburban,Married,Corporate Auto,2,Web,Four-Door Car,1
2509,Oregon,0,2,2,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
2510,California,0,1,1,Employed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,3
2511,California,0,1,1,Employed,0,Suburban,Single,Corporate Auto,2,Agent,Four-Door Car,2
2512,Oregon,1,1,1,Retired,1,Suburban,Married,Personal Auto,3,Web,Four-Door Car,2
2513,California,0,1,2,Employed,0,Urban,Married,Personal Auto,3,Call Center,Two-Door Car,2
2514,Washington,1,1,2,Retired,1,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,3
2515,Washington,0,1,2,Employed,1,Suburban,Married,Corporate Auto,3,Agent,SUV,2
2516,Nevada,0,3,1,Employed,0,Rural,Married,Special Auto,2,Branch,Four-Door Car,2
2517,Nevada,0,1,1,Unemployed,1,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,1
2518,Oregon,0,3,2,Employed,0,Urban,Divorced,Personal Auto,3,Agent,Two-Door Car,3
2519,Arizona,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,3,Call Center,Two-Door Car,3
2520,California,1,1,3,Employed,1,Rural,Single,Personal Auto,1,Agent,Sports Car,2
2521,Arizona,0,1,2,Employed,0,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,1
2522,Oregon,0,1,2,Medical Leave,0,Rural,Married,Personal Auto,3,Branch,Four-Door Car,2
2523,Oregon,0,1,2,Retired,1,Suburban,Divorced,Personal Auto,1,Agent,Sports Car,2
2524,Nevada,0,1,2,Employed,0,Suburban,Single,Personal Auto,2,Web,Two-Door Car,2
2525,California,0,1,2,Employed,0,Rural,Married,Personal Auto,2,Call Center,Luxury Car,2
2526,Nevada,0,2,1,Employed,1,Urban,Married,Personal Auto,3,Agent,Four-Door Car,2
2527,Arizona,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,3
2528,Washington,0,1,1,Employed,1,Suburban,Married,Personal Auto,1,Call Center,SUV,2
2529,California,0,3,2,Employed,0,Suburban,Married,Personal Auto,3,Web,Four-Door Car,2
2530,Arizona,0,2,2,Employed,1,Rural,Single,Personal Auto,3,Agent,Four-Door Car,2
2531,Oregon,0,1,2,Unemployed,1,Suburban,Married,Personal Auto,3,Call Center,Two-Door Car,2
2532,Washington,0,2,1,Unemployed,1,Suburban,Divorced,Personal Auto,3,Agent,Two-Door Car,2
2533,Arizona,0,1,2,Employed,0,Rural,Married,Personal Auto,3,Branch,Luxury Car,2
2534,California,0,2,4,Employed,1,Urban,Married,Personal Auto,3,Call Center,Four-Door Car,2
2535,Arizona,0,1,2,Employed,0,Suburban,Divorced,Personal Auto,3,Web,Four-Door Car,2
2536,Oregon,0,3,2,Unemployed,1,Suburban,Single,Corporate Auto,3,Web,Four-Door Car,2
2537,Oregon,0,1,2,Employed,1,Rural,Married,Personal Auto,1,Branch,SUV,1
2538,California,1,1,2,Employed,0,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,2
2539,California,1,1,2,Retired,1,Suburban,Single,Personal Auto,3,Agent,Two-Door Car,2
2540,Nevada,0,1,2,Employed,0,Suburban,Divorced,Personal Auto,3,Call Center,Sports Car,2
2541,Nevada,0,2,1,Employed,0,Rural,Married,Special Auto,1,Agent,Four-Door Car,2
2542,California,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,1
2543,Nevada,1,2,1,Employed,0,Suburban,Married,Personal Auto,3,Branch,SUV,2
2544,Nevada,0,1,3,Employed,0,Urban,Married,Personal Auto,2,Agent,Four-Door Car,3
2545,California,0,1,2,Employed,1,Rural,Married,Personal Auto,3,Call Center,Four-Door Car,2
2546,California,0,1,2,Employed,0,Suburban,Married,Corporate Auto,3,Web,Luxury Car,2
2547,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,2,Call Center,Luxury SUV,1
2548,California,0,1,1,Employed,1,Rural,Married,Corporate Auto,2,Branch,Four-Door Car,2
2549,Oregon,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,3,Web,Two-Door Car,1
2550,Nevada,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,2,Branch,SUV,2
2551,Oregon,0,2,1,Employed,0,Suburban,Married,Personal Auto,1,Branch,Sports Car,3
2552,Arizona,0,1,2,Disabled,1,Suburban,Married,Personal Auto,3,Call Center,Two-Door Car,2
2553,Washington,0,2,2,Employed,1,Suburban,Married,Corporate Auto,3,Call Center,Four-Door Car,2
